u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,l,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b
1118.4,1616.3,1809.3,1964.4,2199.8,2343.5,2446.9,2544.3,2728.1,2908.3,3120.8,3241.1,3352.3,3514.2,3648.4,3813.2,3957.6,4059.2,4155.6,4329.5,4510.7,4722,4850.1,4957.4,5130.6,5261.1,5420.7,5561.8,5662.9,5757.1,5929.9,6106.1,6321.2,6446.3,6551.2,6712.1,6810.7,6978.7,7108.4,7274.4,7412.1,7514,7606.2,7782.6,7959.2,8169.1,8288.8,8397.1,8549.1,8648.7,8824.9,8956.2,9124,9268,9367.5,9464.4,9642.1,9823.3,10034,10228,10313,10409,10586,10765,10970,11090,11195,11349,11449,11625,11756,11926,12069,12167,12261,12438,12613,12835,12970,13077,13237,13341,13507,13610,13783,13920,14094,14363,14534,14673,14877,15021,15119,15213,15393,15579,15801,15928,16034,16200,16303,16486,16618,16790,16947,17054,17147,17337,17528,17755,17878,17985,18143,18250,18431,18577,18753,18901,19000,19098,19282,19472,19686,19899,19987,20084,20270,20470,20702,20831,20941,21101,21208,21376,21523,21700,21846,21954,22050
1170.5,1670.5,1873.5,2057.7,2271.6,2417.7,2522,2619.1,2844.4,3002.1,3187.2,3302.7,3441.2,3592,3722.5,3895.8,4032.8,4130.7,4228.6,4449,4604.4,4791.3,4908.6,5053.6,5204.3,5337.5,5504.7,5637.8,5741.6,5837,6050.5,6209.1,6387.9,6506.6,6641.1,6768.7,6901.2,7053.1,7188.7,7353.2,7489.9,7591.8,7684.6,7908.3,8051.7,8235.2,8350.9,8487.2,8611.3,8742.2,8900,9038.7,9211.1,9345,9446.5,9542.3,9774,9924.9,10121,10288,10394,10485,10712,10828,11042,11151,11285,11410,11540,11699,11846,12012,12145,12245,12336,12561,12705,12907,13030,13171,13298,13433,13573,13701,13857,14004,14165,14425,14598,14774,14964,15094,15197,15287,15519,15675,15875,15987,16124,16262,16395,16561,16712,16874,17027,17130,17219,17464,17624,17828,17938,18076,18209,18347,18512,18656,18840,18978,19081,19178,19403,19581,19773,19962,20064,20161,20396,20571,20774,20896,21035,21163,21296,21459,21601,21778,21930,22033,22131
