r,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n
1179.9,1747.5,1960.5,2103.8,2204.4,2303,2490.2,2669.6,2886.4,3015.7,3122,3294.1,3427.7,3583.8,3725.2,3827.1,3926.6,4108.3,4277.1,4494.8,4612.8,4720.9,4894.9,5026.1,5190,5323.8,5424,5523.7,5701.7,5876,6098.8,6222.7,6328.8,6486.3,6589.1,6761.1,6897.4,7055.3,7194.9,7299.3,7394.5,7577.3,7746.6,7937.2,8055.1,8160.1,8310.2,8411,8585.2,8715.3,8876.8,9014.4,9114.7,9210.9,9396.9,9573.3,9790.5,9917.2,10024,10175,10277,10458,10590,10751,10891,10993,11087,11278,11455,11652,11856,11938,12038,12213,12396,12615,12733,12840,12991,13094,13264,13402,13566,13709,13808,13906,14082,14263,14466,14698,14785,14882,15062,15250,15480,15608,15714,15872,15974,16186,16329,16489,16634,16736,16833,17014,17218,17445,17571,17675,17833,17935,18115,18256,18441,18603
1244.1,1817.6,2033.1,2174.3,2276.2,2358.1,2590.7,2732.1,2950.6,3065,3202.4,3364.4,3496.3,3662.4,3800.7,3900.9,3987.5,4202.6,4342.1,4562.3,4666.3,4798.2,4963.8,5094.1,5265.3,5399.4,5496.7,5580.9,5811.4,5967.3,6165.2,6270.9,6405.4,6538.4,6667.4,6830,6964.4,7123.1,7271,7377.4,7457.9,7692.6,7791.5,7999.4,8108.7,8241,8357.6,8480.4,8655.2,8789.6,8959,9090.4,9186,9269.3,9509.5,9661.3,9857.7,9970.8,10103,10227,10360,10534,10664,10828,10967,11067,11154,11380,11521,11720,11910,12015,12103,12322,12484,12681,12785,12919,13039,13168,13337,13472,13647,13784,13885,13973,14186,14349,14537,14761,14867,14950,15179,15342,15546,15658,15792,15920,16051,16259,16390,16570,16712,16811,16898,17118,17292,17508,17622,17756,17886,18013,18188,18324,18521,18634
