r,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,r,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l
1297.6,1750.6,1949.4,2087.7,2185.9,2281.9,2454,2626.6,2830.6,2953.9,3054.8,3224.3,3351.7,3501.6,3637.7,3744.2,3837.8,4011.6,4192.2,4390.2,4602.3,4684.6,4783.6,4956.4,5131.9,5332.3,5535.4,5624.6,5720.9,5895.4,6078.3,6284.1,6403.2,6506.6,6678.4,6808.5,6969.5,7105.3,7201.8,7301.2,7475,7656.2,7867.9,7987.4,8093.6,8248.6,8348.3,8509.2,8639.9,8799.2,8935.8,9036.8,9136.9,9307.2,9489.3,9698.1,9903.6,9993.1,10089,10278,10463,10687,10811,10917,11064,11165,11332,11470,11633,11773,11875,11971,12154
1361.3,1823.3,2023.6,2157.3,2256.7,2340.3,2560,2716.1,2895.1,3006.5,3138.2,3297.4,3426.9,3577.3,3717.3,3815.3,3905.1,4133.5,4285.2,4468.2,4650.6,4756.6,4846.4,5079.7,5226.2,5411.1,5593.3,5699.2,5786.2,6024.2,6169.1,6348.3,6457.3,6598.3,6751.2,6886.9,7048.2,7178.5,7278.3,7368.6,7605.1,7761.2,7936.5,8045.6,8184.1,8296.2,8438.3,8585.4,8709.8,8876,9011.9,9113.8,9215.3,9431.6,9584.2,9783.8,9970,10071,10166,10400,10546,10756,10874,11006,11120,11254,11410,11542,11714,11851,11952,12039,12264
