u,r,n,n,a,a,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s
1699.3,1854.8,2072.1,2198.4,2295.4,2392.5,2569.7,2740.6,2942.4,3059.8,3162.4,3336.6,3468.9,3632.6,3772.8,3871.8,3961.6,4145.1,4325.9,4547.2,4671.3,4780.7,4952.6
1739.5,1926.1,2135.8,2265.2,2363.1,2458.8,2688.8,2831.4,3009.2,3116.8,3248.2,3408.2,3552.2,3710.1,3842.9,3942.5,4028.2,4268,4422.1,4613.6,4728.4,4861.7,5027.8
