r,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e
1139.7,1235.2,1407.4,1587.2,1759.4,1975,2118.5,2217.4,2319.3,2501.2,2680.5,2888.5,3016.8,3126.7,3289.6,3428,3591.7,3738.7,3836.4,3937.4,4121.9,4306.4,4522.2,4650.2,4760,4918.4,5023.8,5187.2,5326.6,5491.3,5631,5735.1,5837.9,6014.2,6198.3,6420.4,6547.5,6656.6,6838.6,6988.3,7153.5,7297.8,7404.5,7506.1,7690.8,7872.6,8092.9,8213.5,8323.6,8479.8,8588.4,8765.8,8904.7,9065.7,9219.3,9322.2,9422.3,9611.9,9797.5,10019,10146,10259,10411,10518,10695,10833,11004,11148,11251,11350,11537,11727,11947,12073,12185,12340,12447,12629,12773,12938,13090,13193,13295,13488,13674,13906,14035,14148,14312,14420,14591,14699,14886,15038,15229,15376,15479,15580,15773,15960
1172.7,1277.9,1451.3,1635.7,1834.3,2054.5,2191.7,2293.7,2384.5,2613,2772.6,2954.3,3074.8,3207,3366.9,3500.3,3668.4,3810.2,3917.8,4004.9,4240.8,4401.2,4587.1,4702.3,4844.7,4975.2,5100.8,5260.5,5397.5,5570.4,5707,5814.2,5904,6134.6,6294.6,6484.2,6605.7,6744.8,6925,7060.1,7233.2,7381.5,7484.7,7572.6,7815.3,7969.2,8159.3,8271.6,8411,8538.8,8685.1,8844,8980.7,9157,9297.8,9397.6,9486.1,9736,9893,10090,10208,10346,10471,10613,10766,10906,11089,11227,11330,11417,11663,11823,12018,12134,12279,12398,12543,12709,12848,13025,13167,13274,13361,13612,13771,13975,14099,14240,14373,14504,14649,14791,14962,15113,15306,15455,15562,15649,15891,16056
