n,u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t
1296.3,1465.7,1635,1822,1985.5,2272.2,2417,2620.9,2762.8,2863,2954.8,3136.3,3306.4,3519.4,3640.2,3746.6,3909.3,4040,4199.4,4340.1,4441.9,4531.7,4719.2,4887.3,5100.8,5224.4,5327.2,5477.8,5578.6,5740.7,5869,6027.8,6168.8,6267.4,6361.2,6547.8,6721.6,6945.8,7063.8,7165.8,7316.4,7415.9,7585.9,7713.9,7872.7,8013.4,8114.4,8206.4,8386.3,8564.5,8775.7,8898.7,9003.2,9150.8,9250,9411.2,9509,9684,9808.3,9967.1,10107,10205,10298,10481,10653,10880,11009,11112,11261,11361,11533,11665,11827,11966,12068,12160,12350,12529,12727,12926,13001,13095,13277,13458,13673
1337.5,1505.5,1682.8,1867.3,2076.7,2324.6,2506.2,2696.4,2833.8,2934.5,3023.5,3253,3390.6,3579.3,3698.7,3836.6,3979.7,4117.8,4280.1,4413.8,4515.1,4606.1,4835.8,4984.7,5167.6,5279.5,5419.6,5542.5,5674.2,5815.8,5946.1,6110.5,6241.7,6343.2,6444.5,6667.3,6820.4,7010.1,7122.3,7261.6,7376.8,7510.5,7658.7,7793.6,7955.7,8088.7,8191.1,8277.3,8505.8,8656.8,8843.8,8960.1,9095.6,9208.3,9340.8,9467.1,9604.4,9755.4,9886.8,10050,10182,10283,10375,10607,10744,10950,11070,11202,11320,11444,11609,11746,11906,12045,12144,12233,12473,12619,12817,12970,13077,13168,13404,13550,13737
