r,n,n,u,u,d,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,t
1691.2,1948.6,2092,2281.9,2415.4,2457.2,2611,2754.4,2854.1,2947.3,3149.5,3319.9,3535.3,3652.5,3757.4,3928.7,4062.7,4215.4,4352.8,4452.9,4547.9,4722.9,4894.4,5098.1,5212.8,5315.6,5484.9,5615.2,5779.9,5919.8,6021.2,6115.4,6294.3,6467.4,6676.2,6795.2,6899.4,7051.2,7152.8,7316,7444,7601.8,7745.8,7850.8,7947,8122.9,8288.3,8508.5,8623.2,8726.4,8878,8977.9,9145.9,9275.5,9432.7,9572.4,9674.9,9773.2,9943.8,10120,10335,10460,10568,10732,10836,11023,11153,11311,11457,11556,11650,11845,12025,12246,12374,12482,12642,12747,12923,13056,13219,13355,13453,13550,13734,13916,14132,14330,14422,14520,14712,14892,15115,15246,15356,15519,15624,15804,15943,16114,16261,16366,16463,16643,16830,17065,17204,17311,17466,17572,17750,17890,18061,18198,18304,18401,18614,18803
1761.6,2017.8,2128.3,2323.6,2448.2,2489.1,2690.4,2823,2924.7,3010.7,3259.1,3410.6,3594.4,3704.2,3842.7,4004,4130.1,4293.9,4424.6,4528.2,4614.2,4830.1,4982.3,5157.9,5264.8,5399.6,5557,5687.2,5865.1,5997.6,6097.2,6183.9,6405.3,6556.7,6741.7,6847.2,6986.7,7107.6,7238.3,7389.9,7516.2,7682.1,7825.2,7927.1,8013.8,8226.7,8374.4,8570.7,8673.4,8809.2,8931,9056.5,9221.1,9344.5,9511.2,9649.5,9757.3,9840.1,10064,10211,10399,10514,10646,10788,10918,11095,11227,11398,11529,11632,11717,11968,12123,12314,12431,12568,12700,12838,12998,13124,13297,13429,13534,13620,13853,14007,14203,14398,14502,14587,14823,14983,15181,15302,15442,15574,15706,15877,16015,16196,16339,16445,16531,16758,16919,17129,17258,17393,17526,17652,17828,17961,18138,18276,18379,18470,18728,18851
