u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n
1399.5,1587.1,1771.8,1938.9,2188.8,2335.2,2435.5,2529,2710.6,2882,3096.6,3225.1,3331.1,3496.8,3633.9,3789.8,3930.5,4027.8,4125.3,4306.4,4478.8,4685.5,4810.8,4913.8,5066.2,5167.7,5331,5459.5,5633.4,5770.5,5867.9,5962.1,6138.3,6311.2,6518.1,6642.8,6745.3,6899.3,6998.2,7168.2,7298.7,7454.7,7601.9,7704.9,7797,7968.1,8141.9,8354.9,8476.9,8581.9,8730.3,8831.7,9000.3,9130.6,9293.9,9437,9532.3,9627.5,9801.4,9981.2,10200,10333,10443,10597,10699,10881,11022,11188
1450.8,1625.8,1814.3,2017.7,2263.4,2408.4,2509.3,2593.6,2822.2,2973,3161.3,3283.1,3415,3574.9,3705.1,3872.4,4004.3,4108,4192.5,4420,4569.2,4755.2,4868.5,4999.9,5123.8,5251.3,5400.2,5534.3,5715.3,5843.1,5944.5,6030.7,6257.1,6399.5,6585.6,6694,6830.5,6951,7081.8,7245.2,7372.4,7535.8,7679.8,7781.8,7864.9,8086.6,8233.2,8420.2,8537,8671.1,8786.2,8917.6,9072.7,9205.1,9373.3,9511.6,9608.8,9695.5,9923.1,10075,10266,10391,10530,10653,10781,10954,11107,11267
