u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1612.5,1807.3,1975,2208.5,2352.5,2459.1,2556.7,2742.9,2929.2,3146.2,3279.8,3390.6,3566.7,3707.1,3873.5,4008.5,4103.8,4198.5,4380.6,4559.3,4774.5,4897.1,5002.4,5164.3,5267.7,5442.3,5567.7,5729.2,5865.8,5967.8,6060.7,6237.9,6417.8,6618.7,6819.2,6898.2,6993.3,7166.1,7343.2,7556.2,7676.2,7782.3,7932.2,8033.1,8205.1,8330.8,8487.5,8629,8728.8,8822.7,8996.8,9173.2,9381.1,9510.1,9613.7,9760.2,9860,10029,10163,10319,10454,10558,10653,10864,11038,11253,11387,11494,11650,11752,11926,12071
1663.3,1853.9,2056.7,2278.3,2428.6,2530.2,2622.3,2853.7,2997.8,3209,3342.2,3482.2,3641.6,3785.1,3946.1,4078,4176.8,4270.7,4498.2,4649.6,4844.7,4956,5096.1,5222,5358.8,5512.8,5645.2,5805.2,5940.7,6040.2,6132.3,6357.3,6513.7,6706.9,6874.2,6975.5,7074.5,7285.8,7439.8,7624.2,7736.7,7884.9,7989.3,8125.6,8277.6,8410,8568.1,8704.5,8801.4,8891.8,9123.8,9274.4,9457.8,9571.9,9708.2,9812.8,9952.8,10106,10236,10401,10534,10636,10726,10987,11136,11325,11446,11586,11709,11848,12000,12152
