u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,n,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r
1782.1,1955.5,2175.7,2318.1,2424.5,2519,2692.9,2876.3,3085.6,3214,3321.6,3492,3624.4,3784.5,3926.6,4029.3,4126.4,4305.8,4483.5,4701.4,4827.2,4934.1,5108.2,5239.2,5405.8,5547.6,5647.1,5742.3,5918.2,6101.6,6314.9,6444,6549.3,6710.3,6812,6986.9,7113.5,7283,7422.6,7522.2,7617.3,7788.7,7972.6,8190.7,8311.5,8418.9,8574.9,8677.6,8847,8978.7,9137.1,9273.2,9375.2,9471,9646.5,9824.7,10021
1828.2,2051.2,2252.9,2395.1,2500.1,2586,2809.9,2969.6,3151,3276,3413.1,3565.3,3701.9,3868.9,4001.6,4106,4208.2,4432.5,4587.2,4769.2,4887.6,5029.4,5183.2,5324,5487.7,5621.9,5723.1,5819.7,6041.2,6194.9,6378.5,6501.3,6649.8,6766.5,6901.2,7059.3,7192,7366.6,7498.2,7600.3,7692.2,7917.6,8066,8256.5,8370.4,8510.9,8633.9,8774.6,8928.7,9064.8,9226.3,9350.8,9456.5,9547.9,9776.1,9922.6,10098
