r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b
1013.1,1816.1,1966.1,2177.4,2322.9,2429.2,2524.5,2712.1,2899.2,3117.7,3252.4,3361.7,3526.2,3657.7,3818.9,3957.9,4061.3,4158.8,4331.5,4511.4,4732.4,4856.2,4962.3,5111.9,5210.1,5394.2,5528.7,5691.6,5842.3,5942.8,6038.7,6218.5,6400.2,6606.2,6806.2,6893.1,6994.4,7173.4,7358.7,7566.3,7686.8,7788.2,7949,8053.9,8235.3,8366.5,8526.9,8671.6,8768.7,8868.4,9035.7,9217.5,9427.8,9550.9,9655.7,9814.6,9915.4,10083,10214,10377,10518,10616,10714,10887,11071,11281,11477,11564,11662,11839,12021,12268,12390,12494,12642,12743,12928,13066,13228,13376,13477,13575
1088.9,1871.1,2050,2253.4,2399.1,2501.3,2593.3,2833.5,2993.5,3184.2,3304.2,3451.6,3600.4,3732.1,3894.4,4032.2,4136.4,4220.4,4449.5,4608.8,4796.4,4912.3,5049.2,5162.4,5306.6,5465.3,5602.5,5768.7,5917.4,6021.2,6107.2,6338.1,6497.7,6689,6865.6,6972.3,7063.4,7297.2,7450.8,7637.5,7741.8,7877.3,8006.3,8144.4,8308.2,8438.8,8608.5,8742.9,8846.2,8940.6,9161.5,9319.6,9498.5,9609.3,9751.5,9870.5,10009,10160,10291,10460,10592,10695,10781,11014,11172,11366,11536,11641,11733,11958,12116,12342,12448,12581,12698,12840,13005,13148,13311,13453,13559,13646
