u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b
1178.6,1623.7,1764.6,1981.8,2119.4,2219.6,2315.7,2499.2,2677,2890.8,3019.8,3126.4,3294.4,3428.8,3590.3,3730.4,3831.4,3928,4100.2,4280.1,4488.2,4607.8,4712.7,4885.4,5020.6,5183.7,5329.8,5432.7,5530.8,5702,5883.8,6100.9,6223.7,6330.2,6488.6,6590.8,6760.2,6898.5,7064.1,7207.8,7311.1,7409.1,7585.8,7771.8,7990.6,8116.6,8226,8381.1,8484,8659.2,8789.5,8952.1,9089.7,9198.2,9297.7,9479.2,9661.8,9863.9,10057,10151,10255,10438,10627,10847,10970,11080,11235,11341,11531,11668,11834,11977,12074,12175,12368,12556,12782,12906,13017,13177,13282,13467,13604,13778,13933,14032,14132,14319,14501,14726,14854,14963,15127,15233,15430,15571,15746,15890,15992,16092,16274,16462,16676,16883,17378,17516,17722,17865,17973,18074,18249,18435,18668,18804,18914,19078,19183,19370,19511,19681,19835,19948,20046,20244,20429,20663,20890,20977,21078
1226.2,1667.9,1846.4,2065.8,2195.3,2294.1,2382.2,2606.8,2768.3,2957.3,3076.3,3208.6,3368.1,3500.2,3676.6,3805.5,3905,3992,4224,4372.3,4556.1,4663.9,4796.8,4960.8,5096.4,5266.8,5411.2,5508.2,5595.5,5822.8,5974.6,6167.6,6282.8,6415.1,6543.3,6675.9,6838,6970.9,7147.3,7284.6,7386.8,7477.5,7709.2,7870.7,8058.2,8173.5,8306.7,8437,8565.8,8737.2,8864.8,9033,9175.2,9276,9364,9596.6,9751.2,9941.5,10125,10236,10320,10557,10722,10915,11030,11166,11293,11427,11603,11745,11917,12054,12153,12243,12489,12654,12853,12967,13101,13234,13367,13542,13680,13860,14010,14109,14200,14435,14592,14795,14911,15051,15184,15317,15501,15644,15828,15965,16071,16160,16396,16557,16757,16926,17427,17602,17801,17951,18048,18140,18364,18530,18741,18863,19006,19140,19270,19446,19591,19764,19916,20023,20115,20365,20528,20744,20945,21060,21149
