u,u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b
1434.2,1565.7,1729.8,1907.2,2038.4,2234.9,2460.8,2592.9,2693.6,2791,2962.2,3131.2,3338.8,3464.3,3568.4,3741,3868.7,4015.7,4160.1,4256.6,4351.2,4518.7,4690,4897.8,5016.3,5123.1,5274,5372.5,5537.4,5667.7,5829.8,5962.4,6058.8,6154.6,6317.6,6489.5,6692.2,6894.1,7095.6,7164.6,7260.3,7431,7601.6,7809.1,7924.4,8029.2,8172.8,8273.7,8437.9,8567.7,8720.4,8850.6,8952.2,9048.4,9222.2,9395.4,9590.1,9788,9869.8,9964.6,10145,10325,10606,10724,10826,10970,11070,11243,11372,11534,11674,11770,11864,12040,12219,12433,12552,12657,12809,12910,13091,13225,13390,13523,13617,13710,13891,14069,14284,14487,14572,14670,14845,15028,15240,15362,15466,15627,15727,15901,16041,16199,16352,16452,16549,16726,16908,17130,17265,17372,17527,17629,17810,17945,18109,18258,18351,18450,18635,18818,19039,19167,19272,19439,19541,19729,19864,20039,20185,20282,20375,20559,20744,20956,21174,21252,21349
1470.7,1614.1,1774.4,1953.1,2098.5,2304.5,2525.2,2661.6,2760.3,2844.8,3065.1,3212.8,3397.2,3513,3643.2,3807.8,3933.8,4095.8,4226.4,4327.3,4413.1,4625.9,4775.9,4958.1,5068.6,5200.8,5326.8,5436.9,5609.4,5736,5905.9,6031.7,6134.4,6218,6425.8,6578.9,6767.6,6963.7,7133.8,7239.9,7324,7538.8,7689.8,7872.3,7975.9,8106.6,8225,8347.2,8508.8,8639,8797.4,8925.9,9028.2,9112.4,9328.5,9479.5,9658.4,9837.8,9946.1,10028,10257,10378,10669,10775,10907,11020,11148,11312,11442,11614,11745,11842,11930,12161,12309,12498,12606,12734,12858,12989,13162,13290,13466,13594,13692,13773,13996,14160,14364,14552,14652,14736,14949,15087,15304,15413,15541,15681,15802,15970,16106,16279,16429,16525,16608,16831,16995,17194,17319,17446,17579,17707,17881,18015,18192,18328,18424,18513,18741,18901,19105,19217,19357,19491,19616,19798,19942,20117,20256,20356,20444,20661,20831,21025,21224,21326,21410
