u,u,u,u,r,u,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b
1344.3,1493.3,1660.4,1834,1975.3,2276.2,2420.6,2641.1,2780.6,2881.2,2975.7,3150.4,3329.8,3531.2,3737.5,3832.2,3928.2,4103.3,4286.8,4507.5,4632.2,4740.2,4899.4,5001,5163.4,5294.7,5452.3,5587.7,5686.9,5780.8,5958.9,6138.5,6334.8,6543.7,6634.7,6729.3,6907.8,7092.9,7301.5,7420.4,7525,7676,7775.4,7952.3,8085.1,8245.7,8387.4,8484.2,8578.4,8749.6,8925.2,9121.3,9319.4,9410.7,9508.4,9689.5,9868.8,10085,10209,10310,10459,10561,10733,10863,11024,11160,11259,11351,11540,11722,11952,12083,12186,12335,12437,12616,12750,12913,13052,13154,13251
1389.4,1538.9,1717.8,1872.2,2054.7,2321.8,2505.5,2722.9,2852.5,2952.4,3037.9,3265.8,3421.2,3621.4,3806.1,3906.1,4012.8,4226.3,4377.1,4572,4690.3,4835.8,4959.1,5090.8,5239.2,5368.3,5534.7,5661.6,5762.6,5852.9,6083.4,6200.7,6422.3,6606.4,6711.2,6802.8,7030.8,7185.8,7365.6,7479.8,7608.7,7736.7,7867.8,8027.3,8161.5,8327.8,8460.8,8559.4,8650.5,8870.1,9026.4,9206.4,9388.8,9487.4,9582.5,9812.7,9971.3,10153,10269,10397,10518,10657,10809,10944,11106,11236,11334,11429,11666,11816,12024,12144,12275,12391,12527,12690,12824,12991,13130,13230,13316
