r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x
1704.1,1955.4,2097.2,2205.3,2304.1,2493.1,2675.1,2901.8,3034,3142.4,3332.4,3467.6,3634.4,3781.8,3881.5,3981.8,4166.2,4348.2,4569.1,4694.5,4802.5,4958.9,5060.7,5226.9,5372.2,5544,5678.8,5776.9,5871.8,6062.3,6238.9,6450.4,6650.3,6743.1,6838.7,7014,7190.9,7414,7537.9,7642.3,7797.7,7898.6,8076.9,8210.5,8369.8,8506.5,8609.9,8705.6,8884.5,9063.4,9285,9402.2,9507.6,9653.1,9752.5,9907.5,10010,10181,10315,10474,10614,10713,10807,10981,11160,11380,11502,11608,11757,11860,12019,12120,12288,12422,12591,12732,12830,12927,13106,13290,13495,13699,13778,13877,14054,14244,14462,14586,14691,14842,14943
1752.3,2019.4,2168.9,2277.4,2364.2,2589,2759,2962,3084.6,3222.1,3401.2,3532.1,3712,3856.3,3956.7,4043.8,4271.3,4437.7,4633.3,4744.3,4884.6,5010.3,5142.9,5301.3,5449.1,5620.5,5748.6,5847.9,5936.4,6168.5,6329.7,6519.1,6707.6,6820.5,6903.9,7129.4,7286.6,7480.3,7589,7724.9,7847.7,7979,8147,8280.7,8451,8588,8685.4,8769.9,8995.3,9151.4,9348.3,9454.8,9586.2,9707.5,9829.9,9960.4,10094,10254,10387,10553,10691,10786,10873,11095,11251,11446,11554,11684,11808,11935,12067,12200,12361,12493,12669,12807,12907,12992,13219,13378,13565,13746,13859,13944,14171,14336,14530,14637,14779,14897,15033
