d,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,u,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,l,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n
1995.2,2173.8,2319.9,2490.1,2666.4,2898,3039.9,3137.4,3231.4,3394.3,3565,3761.3,3886.5,3988.4,4142.6,4268.3,4418.4,4551.1,4649.3,4742,4901.7,5078.8,5281.1,5399.5,5501.8,5655,5754.7,5918.2,6043.4,6287,6469.2,6593.3,6785.8,6917.7,7016.4,7114.4,7280.5,7455.5,7652.6,7770.1,7873.6,8019.3,8120,8286.6,8418.2,8579.9,8715.2,8812,8906.1,9071.4,9248.5,9458.1,9584.5,9687.3,9839.3,9941.6,10102,10235,10400,10543,10640,10735,10902,11080,11297,11431,11541,11721,11837,12004,12144,12322,12460,12559,12655,12839,13023,13245,13372,13481,13638,13743,13937,14074,14237,14381,14480,14575,14759,14938,15170,15310,15418,15574,15678,15852,15991,16167,16410,16626,16775,16991,17138,17247,17341,17534,17714,17946,18082,18188,18349,18454,18628,18769,18940,19096,19195,19291,19472,19655,19878,20033,20143,20304,20410,20610,20751,20928
2029.3,2221.9,2374.9,2547.3,2758.6,2981.2,3112.8,3209.1,3294.5,3518.3,3664.9,3827.3,3945.7,4074.6,4217.7,4344.3,4495.7,4625.8,4723.3,4812.7,5025.6,5176.9,5350.2,5466.6,5594.4,5712.6,5848,5992.8,6125.7,6349.1,6527.6,6694.1,6868.2,6995.6,7096.8,7185.9,7402.7,7549.1,7720.8,7830.2,7966.2,8079.1,8208.2,8362.8,8499.5,8657.8,8787.3,8890.3,8975.3,9203.1,9342.3,9528,9650,9775.3,9898,10035,10179,10309,10486,10619,10719,10805,11031,11174,11369,11493,11636,11779,11919,12084,12223,12399,12532,12641,12728,12959,13125,13317,13433,13569,13694,13832,14017,14152,14326,14458,14555,14644,14876,15032,15242,15370,15505,15635,15774,15929,16070,16236,16479,16696,16881,17081,17224,17325,17412,17660,17810,18019,18144,18280,18417,18542,18707,18844,19027,19170,19272,19362,19595,19748,19953,20094,20232,20361,20497,20689,20840,21020
