r,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n
1192.9,1742.6,1960.2,2102.3,2203.4,2296.8,2486.6,2669.3,2867.4,2991.9,3099.3,3270.7,3406.1,3572.8,3715.7,3815.8,3909.7,4086.1,4266.7,4477.5,4601.4,4708.8,4867.6,4971.4,5143.3,5274.2,5963.7,6100.1,6294.9,6437.9,6534,6628.7,6797.8,6972.4,7182.9,7301.4,7406.2,7564.2,7664.7,7833.3,7961.9,8125.8,8269.4,8368.7,8461.8,8655.5,8830.5,9047.2,9181.9,9289.2,9443.8,9545.1,9714.2,9850,10012,10152,10250,10349,10532,10706,10929,11050,11155,11314,11415,11589,11725,11893
1261.2,1819.2,2044.5,2173.2,2273.8,2359,2585.5,2715.4,2924,3046,3177.2,3342.8,3471.8,3650.2,3789.6,3888.3,3974,4191.8,4352.4,4540.2,4653.9,4788.4,4919.8,5050.1,5213,5338.5,6002.3,6177.4,6377.6,6509.6,6607.5,6692.1,6906.5,7063.1,7249.2,7351.9,7484,7614.6,7745.6,7904.5,8027.6,8205.3,8344.1,8444.1,8528.3,8763.5,8920.1,9111.4,9239.4,9367.2,9497.7,9621.8,9793.1,9917.2,10091,10225,10328,10414,10646,10794,10993,11103,11236,11361,11497,11663,11796,11953
