u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l
1285.5,1465.3,1629.7,1819.6,1974,2214.7,2352.5,2456,2552.9,2733.8,2905.4,3119.2,3250.4,3357.3,3521.7,3662.7,3832.7,3975.5,4077.6,4173.5,4348.4,4526.8,4750.1,4876.8,4982.3,5147.2,5251.3,5419.2,5556.6,5723.9,5865.8,5966.2,6062.8,6243.4,6417.4,6629.3,6753.5,6856.8,7021,7122.8,7292.8,7428.1,7590.8,7727.4,7826,7923.2,8098.8,8280.1,8498.1,8621.6,8728,8883.9,8983.8,9151.8,9287.8,9451.6,9587.6,9692.1,9786.7,9959.4,10135,10350,10470,10579,10727,10830,10997,11138,11305,11453,11554,11651,11835,12017,12235,12366,12474,12624,12730,12897,13034,13202,13346,13446,13542,13735,13917,14139,14277,14384,14542,14648,14819,14963,15131,15283,15386,15484,15666,15854,16080,16213,16322,16481,16585,16762,16906,17089,17234,17337,17436,17631
1326.2,1498.8,1672.7,1859.9,2056.5,2289,2426.2,2529.4,2617.4,2838.5,2997.4,3182.8,3304.9,3442.3,3600.7,3731.7,3910.2,4055.9,4151.6,4242.8,4465.2,4616.8,4815.6,4934.1,5071.3,5206.1,5338.8,5493.1,5628,5797.4,5943.4,6043.3,6127.2,6357.2,6513.3,6697,6812,6951.1,7074.8,7209.6,7369.8,7499.9,7675.4,7806.6,7904.8,7993.5,8222.2,8385.8,8566.2,8678.6,8814,8937.5,9066.7,9229.6,9361.2,9533.1,9666.5,9764.2,9851.8,10082,10227,10413,10528,10665,10781,10921,11078,11215,11391,11530,11631,11718,11949,12106,12304,12427,12555,12684,12821,12975,13114,13284,13421,13523,13612,13854,14010,14214,14339,14472,14600,14732,14898,15036,15218,15360,15463,15553,15781,15954,16153,16276,16414,16540,16678,16840,16978,17177,17316,17418,17507,17741
