u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s
1477.9,1624.4,1826.7,1984.3,2274.6,2418.1,2642.5,2787.6,2883.3,2976.2,3156.7,3331.4,3539.8,3665,3766.5,3929.8,4057.3,4217.7,4356.5,4453.4,4546.8,4714.3,4891.7,5098.4,5219.9,5324.4,5473.7,5573.8,5748.7,5875.2,6036.8,6172.6,6266.1,6359.6,6536.9,6717.9,6929.6,7047.1,7152.5,7304.5,7406.1,7578.8,7705.3,7864.6,8004.3,8100.9,8193,8366.8,8551.8,8755,8872.2,8976.4,9127.1,9228.7,9409.5
1519.9,1682.8,1879,2079.5,2334.5,2521.1,2732.4,2859.1,2960.4,3050.7,3267.7,3425.2,3605.9,3729.3,3857,4004.4,4139.9,4300.8,4431.8,4531.2,4619.9,4833.5,4986.3,5165.4,5285,5409.3,5530.7,5669.6,5825.4,5961.5,6119.7,6243.6,6343.8,6431.6,6661.5,6818.6,7003.5,7107.1,7247.3,7362.5,7506.4,7654.5,7784.5,7949.7,8078.2,8178.2,8267.3,8494.3,8649.9,8828.2,8933.2,9077.5,9190.7,9318.6,9489.9
