u,u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e
1124.1,1274.2,1427.7,1595.6,1778.3,1929.5,2146.2,2287.1,2391.6,2486.3,2668.2,2852.8,3060.5,3191.3,3298.8,3471.3,3596.5,3752.1,3893.8,3994.6,4088.3,4264.7,4440.1,4645.3,4843.1,4924.9,5019.6,5203.2,5377.4,5596.8,5724.4,5826.8,5984,6086.2,6248.3,6378.2,6536.5,6671.9,6773.3,6866.7,7040,7219,7428.9,7549,7655.1,7805.8,7911.3,8067.7,8198,8357.8,8502.9,8598.9,8697.6,8868.2,9044.2
1173.9,1322.2,1484.8,1655.5,1835.2,2021.4,2221.3,2363.1,2462.6,2550.5,2793.7,2943.9,3127.1,3247.8,3387,3539.7,3678.7,3834.3,3966.2,4068.7,4154.8,4387.8,4534.5,4726.8,4894.9,4999.3,5092.5,5321.1,5471.5,5660.3,5778.2,5922.5,6040.4,6175.7,6322.4,6457.3,6613.2,6748.2,6847.7,6942.4,7159.2,7317.6,7495.7,7609.9,7744.2,7861.7,8005.1,8147.7,8276.2,8441.4,8577,8680.1,8774.4,8991.6,9138.1
