r,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s
1266.2,1719.1,1950.6,2094.3,2191.9,2289.8,2471.1,2652.2,2862.9,3078.8,3164,3260,3443.8,3629.7,3843.2,3967.1,4075,4231.8,4334.5,4501,4632.8,4797.1,4936.5,5037.2,5135.3,5316.7,5494.8,5702.4,5823.3,5929.8,6086.1,6187.6,6371,6506.7,6672.6,6815,6918,7014.5,7193.5,7366.3,7571.3,7778.5,7861.4,7957.4,8138.8,8317.5,8532.5,8654.6,8759.2,8918.7,9020.7,9188.2,9320.4,9480.2,9620,9718.9,9815.1,9991.2,10172,10382,10504,10608,10757,10859,11044,11179,11349,11485,11583,11680,11862,12039,12236,12433,12519,12617,12801,12988,13214,13343,13450,13604,13705,13872,13973,14139,14274,14434,14575,14674,14769,14954,15135,15337,15554,15643,15739,15930,16112,16352,16478,16582,16736,16837,17020
1340.6,1793.1,2021.5,2163.5,2261.9,2350.5,2576.3,2730.2,2928.5,3135.5,3235.7,3325.5,3558.6,3718.1,3902.9,4018.2,4151.8,4280.1,4410,4567.7,4699.4,4869.2,5011.1,5110.6,5201.7,5432.7,5586,5774.3,5881,6016.9,6138.1,6275.7,6442.7,6574.3,6756.5,6891,6993.7,7078.2,7301.6,7460.5,7649.1,7834.8,7936.8,8025.6,8258.2,8408.3,8601.8,8714.4,8839.9,8973.8,9104.3,9265.7,9396.1,9563.6,9695.8,9794.2,9885.7,10104,10262,10451,10564,10695,10809,10943,11123,11251,11432,11557,11659,11744,11976,12131,12310,12494,12597,12686,12914,13083,13289,13402,13539,13657,13784,13928,14051,14216,14348,14516,14648,14750,14835,15064,15202,15410,15619,15722,15807,16048,16209,16421,16531,16665,16790,16921,17097
