u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,n,r,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b
1283.8,1441,1631.3,1832.7,1991.1,2233,2374.3,2475.9,2568.5,2738.1,2916.4,3137.8,3265.5,3370.1,3542.3,3673.2,3833.8,3975.2,4080.3,4174.8,4347.4,4522.7,4730.8,4857.1,4961.5,5121.8,5222.3,5414.6,5539.5,5703.3,5843.3,5943.9,6038.3,6204.5,6383.6,6598.4,6693.1,6894.3,6980.7,7075.2,7246,7426,7639.8,7756.7,7859.7,8005.3,8108.6,8263.8,8361.7,8528.8,8654.8,8814.6,8962.8,9065.4,9157.4,9332.2,9511.7,9714.7,9915.8,9999.4,10097,10268,10444,10663,10782,10887,11035,11135,11288,11389,11560,11695,11870,12014,12116,12208,12380,12565,12794,12918,13023,13176,13276,13444,13577,13738,13882,13986,14083
1331.4,1493.8,1684.1,1880.4,2086.5,2311.2,2449,2548.7,2642.1,2858.2,3016.9,3204.8,3328.1,3463.6,3614.7,3759,3915.1,4058.1,4151.7,4254.6,4472,4625.1,4799.2,4924.5,5062.9,5177.8,5317.5,5485.7,5616.9,5788.2,5922.3,6022,6113.1,6324.4,6478.1,6655.3,6780.3,6956.3,7058.5,7145,7366.2,7520.7,7709.2,7824.1,7952.4,8073.7,8201.8,8327.3,8451.5,8602.8,8738.1,8899.8,9042.4,9140.9,9241.2,9451.6,9609,9807.1,9972,10081,10173,10394,10542,10737,10846,10981,11098,11226,11351,11487,11637,11784,11956,12095,12198,12289,12502,12671,12870,12987,13117,13240,13367,13521,13661,13828,13958,14065,14164
