r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b
1550.3,1748.5,1890.2,1987,2081.5,2257,2428,2640.1,2765,2871.2,3044,3173.6,3332.1,3470.2,3570.8,3665.9,3834.8,4009.7,4222.3,4342.2,4446.1,4597.9,4694.3,4864,5000.2,5149.3,5285.5,5382,5478.9,5654.2,5825.2,6015.7,6207.4,6284.3,6379.5,6551.8,6729.1,6933.6,7132.8,7230.8,7326.9,7500.2,7682.5,7894.3,8012.6,8113.8,8257.8,8357.8,8510.5,8610.3,8780.4,8911.7,9074.6,9219.8,9318.8,9411.8,9598.8,9775.2,9996.1,10119,10221,10375,10475,10660,10790,10963,11105,11203,11302,11486,11671,11892,12103,12182,12277,12455,12637,12849,13083,13163,13256,13437,13623,13860,13992,14092,14247,14348,14531,14662,14820,14966,15064,15159,15340,15532,15742,15975,16057,16152,16331,16513,16742,16867,16971,17130,17233,17410,17548,17713,17856,17957,18052
1609.2,1818.7,1957.2,2054.3,2140.3,2350.8,2509,2700.8,2812.4,2953.8,3112,3238.5,3404.6,3543.4,3643.6,3728.8,3945.7,4093.9,4280.8,4390.4,4532.1,4643.2,4768.3,4932.2,5066.3,5224,5354.5,5457.2,5542.6,5767.8,5909.7,6089.1,6261.9,6359.5,6444.9,6661.9,6812.8,7003.7,7205.6,7303.3,7387.5,7618.4,7768.4,7957.6,8067,8192.4,8311.4,8433.9,8566.3,8687.4,8848.6,8984.4,9155.5,9296.1,9396.3,9476.8,9705.7,9864.2,10059,10169,10301,10427,10556,10729,10860,11046,11178,11280,11369,11603,11759,11968,12158,12264,12345,12571,12730,12931,13133,13239,13329,13549,13713,13929,14042,14172,14298,14428,14605,14734,14903,15039,15142,15224,15450,15623,15816,16024,16135,16222,16452,16579,16810,16919,17050,17186,17315,17483,17616,17793,17932,18035,18123
