u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a
1646.5,1779.3,1990,2135.3,2233.6,2331.3,2514.6,2693.1,2910.1,3035.3,3143.1,3323.5,3459.2,3628,3770.9,3869,3968.4,4142.2,4320.5,4533.8,4662.4,4770,4929.4,5033.3,5201.1,5335.7,5506.9,5646.2,5746.8,5844.4,6020.1,6201.9,6412.7,6535.8,6644.5,6831.9,6962.3,7125.9,7266.3,7366.6,7465.3,7644,7824.4,8035.6,8159.9,8265.4,8422.3,8529.2,8708.2,8844.6,9003.7,9149.8,9256.7,9354.1,9525.1,9700.6,9914.9,10036,10143,10294,10395,10574,10712,10884,11032,11130,11227,11420,11607,11822,12044,12131
1688.2,1853.3,2069.2,2208.4,2308.2,2395,2629.9,2784.7,2975.8,3093.4,3230.6,3394.5,3530.5,3706.9,3844.3,3945.7,4035.3,4260,4417.2,4601.6,4720,4852.2,4985.3,5120.2,5274.7,5406.4,5590.2,5719.6,5824.2,5912.4,6143.2,6296,6483,6589.3,6734.6,6901.7,7036.5,7210.1,7342.8,7448,7532.6,7766.3,7915.9,8106.3,8216.5,8348.1,8479.9,8619.7,8786.8,8916.9,9082.7,9231.6,9333.9,9422.3,9638.8,9790.6,9981.5,10092,10224,10351,10486,10652,10792,10967,11103,11211,11295,11540,11695,11908,12098,12205
