u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,s,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,s,d,x,d,x,s,r,n,n
1802.7,1985.3,2229.1,2378.7,2478.9,2575.5,2762.6,2948.8,3165.3,3295.1,3401.7,3567.2,3700.8,3874.2,4018.1,4115.2,4212.4,4388.3,4564.4,4782.3,4911.6,5017.9,5177.8,5281.1,5441.6,5573.3,5732.8,5870.4,5974,6072.3,6249.6,6430.7,6641.3,6765.2,6873.1,7030.3,7132.3,7302.1,7434.4,7596.9,7732.2,7831.7,7928.4,8103.6,8284.1,8497.6,8623.9,8732.4,8894.3,8995,9168,9302.3,9475.9,9617.8,9719.4,9815.3,9988.6,10170,10377,10504,10610,10763,10866,11041,11172,11339,11479,11579,11674,11857,12039,12236,12484,12563,12660,12833,13018,13239,13363,13471,13629,13733,13905,14047,14222,14365,14470,14568,14758,14950,15176,15299,15408,15580,15682,15879,16027,16203,16363
1846.5,2082.3,2309.9,2452.3,2554.3,2640.2,2880.6,3044.9,3229.2,3353.1,3490.9,3639.7,3785.3,3954.4,4091,4192,4285.7,4512.6,4659.3,4844.6,4971.3,5108.2,5234.7,5372.2,5513.7,5650.9,5815.1,5948.8,6053.7,6141.7,6373.2,6529.5,6710.3,6828.2,6964,7087.8,7221,7379,7518.2,7676.9,7808.7,7909.6,7999.7,8236.6,8383.9,8570.5,8688,8827.7,8952.9,9080,9243.4,9391.8,9561.8,9694.8,9797.3,9893.6,10112,10261,10448,10566,10700,10822,10953,11113,11251,11419,11556,11658,11745,11984,12135,12323,12535,12643,12733,12956,13119,13308,13428,13564,13689,13825,13981,14129,14303,14444,14548,14642,14883,15050,15249,15360,15492,15637,15773,15957,16107,16285,16414
