u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x
1466.5,1620.2,1819.4,1954.2,2056.4,2152.1,2318.8,2488.2,2699.9,2823.5,2926.7,3092.6,3223.6,3379.3,3520.2,3622.6,3712.2,3889.1,4064.9,4275.2,4401,4504.1,4661.5,4757.5,4919.3,5052.5,5213.8,5349.8,5443.7,5536.6,5717.8,5890.9,6104.5,6231.2,6334.9,6485.8,6586.5,6750.4,6876.8,7025.4,7158.8,7260.5,7352.5,7515.5,7683.8,7895.2,8010.6,8117.2,8265.4,8367.9,8542.5,8672.1,8826.9,8971.1,9067.8,9161.5,9324.4,9506.8,9708.3,9899.2,9976,10070,10271,10445,10655,10774,10877,11031,11132,11309,11446,11601,11742,11840,11935,12107,12283,12499,12623,12727,12876,12977,13156,13290,13460,13606,13708,13801,13986,14171,14394,14524,14634
1499.9,1687.4,1888.8,2026.8,2128.2,2210.5,2415.2,2574.2,2760.5,2876.3,2996,3162.5,3292.2,3459.2,3595.6,3693.7,3777.2,4000.4,4150,4340.6,4450.6,4590.4,4710.3,4840.8,4990.7,5120.9,5290,5420.9,5514,5599.5,5836.6,5977.5,6168.3,6288.6,6413,6540.4,6663,6818.8,6948.8,7105.9,7236.9,7330.9,7416.8,7633.6,7766.1,7955.1,8061.7,8201.1,8320,8449.2,8614.2,8747.2,8912.2,9041.2,9144.9,9229.2,9440.9,9600.5,9785.7,9947.8,10057,10136,10383,10537,10720,10829,10965,11086,11210,11382,11520,11681,11816,11919,12005,12215,12372,12566,12678,12807,12930,13064,13227,13365,13544,13685,13787,13869,14100,14261,14460,14584,14722
