u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,n,r,r,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s
1627.3,1783.7,1982.8,2118,2213.2,2310.1,2479.2,2654.2,2858,2977.6,3081,3255.8,3388.2,3549.8,3703.6,3802.3,3892.9,4066.1,4242.8,4451.8,4581.8,4685.9,4840.6,4939.7,5113.3,5243.2,5403.3,5536.8,5636.5,5729.2,5896.5,6072.4,6278.8,6388,6573.4,6773.2,6853.8,6948.5,7120.7,7295.5,7488.5,7681.6,7765,7859.3,8025.8,8199.8,8418.5,8535.7,8637.4,8786.1,8888,9069.4,9202.8,9360.4,9498.2,9596.5,9688.8,9886.8,10065,10276,10398,10500,10650,10750,10906,11005,11173,11304,11459,11596,11697,11791,11958,12135,12338,12553,12632,12728,12901,13086,13296,13500,13594,13690,13862,14045,14255,14378,14481,14633,14735,14916
1674.2,1872.1,2074.3,2188.5,2286.5,2373.6,2592.8,2747,2921.2,3035.3,3170.5,3327.1,3462,3633.8,3776.6,3874.9,3965.1,4185.2,4336.6,4516.5,4643.5,4775,4900.5,5033.6,5187.4,5316.4,5480.7,5608.8,5711.2,5800.5,6018.7,6169.6,6342.9,6470.7,6662.2,6830.1,6930.8,7018.2,7242.8,7387.8,7576.2,7732,7839.8,7927.5,8149.2,8276.2,8484.5,8594.1,8728.3,8844.3,8978.8,9142.2,9279.9,9443.3,9573.8,9673,9759.9,10013,10167,10345,10455,10593,10707,10842,10962,11097,11248,11386,11537,11676,11772,11857,12079,12234,12418,12606,12712,12800,13028,13186,13385,13572,13671,13755,13985,14139,14325,14435,14569,14688,14827,14993
