u,r,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x
1351.6,1496.6,1701.5,1794.3,1930.1,2139.6,2277.9,2375.6,2470.2,2641.9,2815.3,3022.7,3149,3257.2,3429.4,3560.8,3719.8,3854.6,3957.2,4049.9,4225.5,4404.4,4608.2,4735.9,4840.8,4989.1,5088.3,5259.6,5390.2,5549.1,5686.6,5783.4,5881.2,6049.5,6226.8,6431.6,6551.9,6654.9,6808.7,6908.2,7077.1,7203.7,7370.2,7507,7603,7699.6,7876.8,8057.2,8253.4,8456.3,8543.2,8636.7,8805.2,8983.1,9209.2,9326.7,9429.2,9581.4,9679.8,9863.7,9992.8,10162,10307,10411,10504,10678,10863,11090,11223,11327,11488,11589
1395.5,1566.2,1740.7,1851.9,2031.2,2216.7,2351.8,2451.1,2532.3,2752.2,2901.5,3089.4,3208.2,3344.3,3501.5,3630,3795.8,3929.8,4034.8,4122.3,4344.8,4496.2,4673.8,4797.3,4932.2,5043.9,5168.1,5333.4,5466.4,5631.7,5760.7,5860.3,5948.4,6172.9,6323.3,6499.5,6610.9,6744.1,6867.6,6999.8,7152.7,7278.2,7455.2,7578.9,7675.3,7766.8,8001.2,8147.3,8342.1,8518.1,8620.4,8705.8,8927.8,9082.5,9275.4,9383.2,9520.1,9637.5,9779.2,9941.6,10073,10248,10390,10486,10573,10804,10956,11160,11279,11420,11542,11682
