u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,r
1274.8,1422.8,1591.8,1751.4,1987.5,2129.5,2228.9,2322.3,2495.1,2667.4,2880.4,3009.7,3116.2,3287,3416.5,3571.8,3706.7,3800.9,3897.5,4069.8,4246.3,4460.3,4583.9,4690.6,4846.1,4946.6,5120,5246.3,5404.8,5548,5647.5,5737.7,5911.1,6088.7,6310.1,6430.3,6533.1,6683.1,6782.7,6962.4,7094.4,7275,7413.7,7509.9,7604.4,7779.1,7952,8150.2,8341,8422.8,8517.2,8690.7,8867.4,9085.6,9210.3,9314,9474.2,9576.2,9764.9,9895.4,10050,10192,10291,10383,10566,10742,10935,11127,11210,11304,11472,11652,11877,11997,12102,12253,12353,12517,12648,12816,12960,13065,13158,13337,13517,13718,13910,13993,14088,14263,14451,14666
1318.6,1470.6,1632.6,1838,2064.1,2204.5,2299.6,2382.7,2603.5,2752.9,2939.2,3063.3,3198.7,3358.1,3482,3646.8,3777.9,3876.9,3962.2,4186.3,4334.6,4520.9,4642.1,4773.8,4897.7,5023.2,5190,5318.9,5485.8,5617.4,5719.6,5803.3,6026.4,6174.7,6372.6,6488.4,6610.8,6735.6,6861.2,7032,7164.2,7358.9,7486.8,7584.3,7671.8,7890,8042.8,8226,8393.4,8501,8582.2,8810.1,8951.6,9155.5,9268.7,9389.5,9523.5,9668.2,9836.2,9967.5,10131,10264,10364,10448,10676,10822,11011,11189,11288,11372,11594,11745,11942,12050,12176,12304,12431,12588,12718,12893,13037,13137,13224,13444,13597,13782,13970,14074,14153,14381,14544,14747
