u,u,u,u,r,n,n,a,b,l,e,t,d,e,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,e,r,n,a,b
1297.2,1458.7,1616.4,1812.3,1967.3,2195.8,2326.8,2429.1,2522.5,2703.2,2879.3,3085.8,3210.8,3314.5,3479.7,3611.2,3766.5,3907.5,4006,4100.2,4274.7,4455.1,4662,4786.6,4890.8,5045.6,5150.9,5320.1,5452.3,5616.4,5754.8,5851.6,5946.8,6121.1,6295.5,6510.4,6624.1,6732.1,6885.3,6984.3,7155,7279,7438.1,7575.9,7676.8,7772.9,7956.5,8140.3,8345,8470.9,8733.2,8815.2,8912.2
1340.8,1496.7,1661.1,1852.7,2049.8,2264.4,2398.9,2503,2583.5,2817.1,2974.1,3150.2,3268.4,3400.2,3557.7,3685.1,3849.7,3979.6,4081.1,4172.3,4397.3,4553.3,4730.9,4842.8,4979.8,5102.2,5242.4,5392.4,5526,5691.5,5829.2,5925.8,6012.8,6242.5,6389.5,6577.3,6680.4,6823.8,6940.6,7079.7,7225.4,7355.5,7516.7,7651.4,7753.2,7845.3,8081.3,8233.5,8407.8,8559.8,8787.3,8899.3,8988
