r,n,n,a,b,l,e,t,d,x,l,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n
1699.9,1950.7,2094.3,2195.4,2287.6,2475.5,2650.9,2860.1,2992.7,3101.9,3291.8,3596.8,3730.8,3833.1,3927.8,4108.7,4286.8,4497.9,4624,4730.7,4898,5032.4,5191.3,5325,5425.7,5521.2,5693.2,5867.7,6083.9,6206,6310.5,6464.1,6565.1,6740.7,6868.8,7026.7,7167,7266.7,7362.6,7545.2,7722.8,7939,8066.3,8169,8314.7,8415.6,8591.9,8722,8880.1,9022.6,9117.8,9212.5,9395.6,9568.1,9785.1,9914.3,10018,10170,10272,10440,10577,10751
1773.9,2022.9,2164.6,2265.5,2350.5,2572.1,2741.6,2919.8,3045.2,3175.9,3354.6,3668,3803.8,3907,3993.8,4221.3,4380.6,4557.1,4676.3,4812.4,4969.4,5101.3,5267.4,5397.5,5498.1,5584.4,5796.8,5950.8,6149.5,6260.3,6389.7,6517.2,6656.4,6809.6,6936.4,7105.7,7241.8,7344,7426.4,7655.9,7814.2,8001.1,8116.3,8248.4,8368.8,8503.4,8663.3,8795.8,8960.4,9095.2,9194.2,9277.3,9503.3,9662.1,9851.4,9965.6,10098,10217,10354,10513,10646,10828
