u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,u,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,u,r,n,n,a,b
1120.6,1290.9,1452.2,1721.9,1869.2,1969.2,2069.4,2257.6,2446.4,2671.4,2798.6,2912.5,3089.2,3224.3,3393.5,3539.8,3637.4,3736.3,3919.6,4099.1,4320.8,4444.1,4554.1,4852.4,5042.3,5173.7,5380.9,5517.1,5615.8,5715.2,5902.4,6079.2,6296.1,6428.8,6540.5,6700.8,6802.6,6977.7,7115.5,7274.7,7420.1,7520.9,7618.2,7802.8,7995.6,8221.5,8346.3,8455.5,8612.7,8715.7,8889.9,9025.9,9193.5,9340.1,9447.1,9545.2,9731.6,9907.2,10112,10316,10405,10508,10692,10875,11098,11218,11327,11492,11599,11774,11945,12116,12268,12368,12466,12650,12841,13079,13283,13371,13470,13659,13852,14084,14223,14332,14487,14596,14763,14904,15072,15216,15315,15415,15600,15791,16017,16153,16265,16431,16537,16724,16900,17104,17256,17363,17461,17650,17840,18067,18198,18306,18469,18572,18756,18911,19085,19576,19707,19916,20063,20165,20263
1154.5,1333.2,1521.4,1788.8,1936.3,2039.9,2129.7,2375.4,2536.1,2731.7,2854.2,2996.6,3165.3,3292.4,3468.8,3608,3710.4,3800.8,4028.2,4189.2,4381.3,4498.6,4633.2,4897.6,5092.8,5252.7,5459.6,5593.4,5690.9,5778.3,6014.2,6172.1,6362.6,6483.2,6628.2,6756.6,6888.9,7057.3,7182.6,7357.1,7496.9,7596.4,7683.7,7917.8,8088.3,8285.9,8404.2,8536.7,8664.8,8812.3,8967.3,9093,9273.4,9419.5,9525.8,9611.5,9848.7,9999,10188,10384,10487,10576,10809,10970,11167,11277,11410,11550,11683,11854,12009,12200,12348,12445,12533,12779,12937,13155,13348,13451,13538,13782,13944,14153,14279,14416,14547,14680,14838,14976,15153,15295,15393,15486,15716,15883,16093,16213,16354,16489,16629,16803,16953,17192,17339,17441,17531,17763,17931,18133,18254,18395,18523,18662,18835,18982,19137,19632,19796,20002,20140,20242,20332
