u,u,u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e
1147.3,1328,1478.8,1628.4,1795.9,1967.4,2286.3,2430.8,2645.9,2789.2,2887.7,2988,3178.2,3357.4,3570.4,3698.1,3809.4,3991.8,4123.2,4277.3,4415.8,4519.7,4616.7,4791,4969.3,5192,5322.9,5427.8,5588.5,5691.5,5859.6,5989.4,6148.3,6297.5,6397.1,6493.2,6687.9,6865.6,7079.5,7290.2,7366.3,7463.3,7633.9,7812.8,8032.5,8149,8253.7,8401.4,8502.3,8669.8,8801.9,8963.5,9103.4,9202.4,9297.3,9466.2,9648.8,9865.4,9989.1,10092,10239,10340,10506,10635,10798,10937,11034,11129,11310,11492
1188.5,1369.7,1532.9,1685.1,1850.6,2048.5,2343.9,2526.1,2722.2,2860,2963.6,3054,3294.5,3452.1,3637.5,3755.7,3894,4059.3,4194.9,4352.9,4488.4,4596.3,4677.7,4899.5,5069.2,5265.7,5379.3,5513.2,5640.2,5779.9,5931.2,6061.1,6230.5,6368.4,6472.6,6561.1,6805.3,6957.2,7163,7335.3,7442,7538,7757.9,7902.5,8104.7,8207.7,8342.7,8457.3,8581,8745.1,8891.4,9045.4,9180.4,9276.9,9374.9,9587.5,9751.8,9936.7,10049,10181,10295,10430,10582,10711,10883,11013,11111,11205,11438,11582
