u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t
1011.9,1640.1,1805.7,1967.7,2282.7,2423.6,2627.8,2768,2869.3,2964.1,3136.4,3313.4,3527.9,3655.3,3757.7,3927.6,4061.5,4224.5,4356.8,4457.8,4551.7,4736,4916.4,5126.7,5250.1,5356.8,5518.7,5620.6,5790.2,5920.7,6080.8,6218.2,6319.3,6418.3,6592.2,6771.2,6958.4,7163.2,7245.1,7338.8,7524.8,7705.1,7916.5,8036.8,8141.7,8293.5,8394,8564.1,8701.5,8854.1,8993.8,9096.4,9189.6,9359.5,9537.8,9749.4,9946.8,10028,10126,10307,10491,10719
1046.4,1685.1,1855.6,2044.1,2333.6,2513.9,2699.9,2840.3,2940,3031.5,3251.7,3372.9,3596.6,3712.6,3849.9,3999.2,4131.1,4298.9,4431.1,4533.4,4620.9,4855,5011.5,5190,5305,5448.1,5572.6,5717.7,5863.1,5989.9,6161.2,6294.8,6397.5,6487.9,6719,6864.7,7046.2,7211.7,7321,7415.2,7653,7807.2,7984.3,8106.1,8231.9,8349.3,8488.1,8637.7,8783.3,8935.6,9071.2,9173.9,9267.8,9483.8,9634.6,9837.9,10003,10106,10196,10437,10586,10782
