u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,d
1466.4,1634,1826.8,1983.2,2273.7,2426.4,2639.8,2774,2878.8,2972.9,3150.6,3330.7,3539.4,3665.6,3768.5,3930.6,4063.3,4230.7,4371.6,4473.9,4565.4,4740.6,4923,5138.3,5259.6,5364.9,5516.2,5616.8,5789,5924.5,6086.2,6223.3,6324.5,6415.7,6584.9,6766.7,6983.6,7106.7,7209.1,7385.7,7518.2,7675,7815.6,7913.7,8007.8,8189.7,8367.6,8561.2,8760.2,8835.5,8928.6,9100.5,9284.2,9494.6,9614.4,9717.4,9864.2,9962.9,10130,10257,10421,10560,10661,10755,10934,11111,11329,11449,11584
1512.7,1674.5,1871.6,2060.3,2340.1,2519.3,2705.8,2849,2951.7,3042.1,3263.5,3421.2,3605.9,3724.1,3859,4000.8,4135.8,4310.4,4446.4,4547.4,4631,4866.1,5013.1,5204.5,5313.8,5456.6,5574.1,5702.6,5859.9,6009,6157.5,6298.7,6399.3,6485.1,6707,6858.8,7052.1,7170.4,7301,7459.2,7594.6,7758.4,7888.8,7989.4,8078.1,8313.1,8455.8,8639.5,8806.8,8909.4,8996.1,9225.7,9372.6,9567.4,9673.1,9810.5,9926.2,10050,10207,10340,10504,10638,10737,10826,11058,11205,11399,11502,11620
