u,u,u,r,n,n,a,b,l,e,t,d,x,t,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e
1465.3,1604.9,1803.1,1972.2,2189.9,2330.8,2432.2,2531.7,2709.3,2889.6,3091.7,3217.7,3321.4,3489.6,3620.2,3776.5,3916.9,4021.1,4119.1,4281.5,4461.9,4671,4796.6,4901.6,5069.1,5205.5,5370.1,5514.2,5617.9,5715,5885.6,6061.2,6270.9,6396.9,6503,6662.4,6763.8,6937.8,7070.3,7239.2,7381.9,7483.8,7578.3,7750.9,7931.2,8144.8,8276,8378.7,8530.8,8631.6,8816.2,8961,9129.6,9276,9373.7,9472.3,9653.6,9838.2
1495.9,1652.8,1850.8,2062.8,2271.7,2408.7,2510,2597.7,2825.8,2980.2,3157.5,3278.2,3407.9,3563.6,3695.5,3860.5,3998.4,4097.7,4186.7,4407.1,4567,4742.7,4856.5,4989.3,5146.2,5280.7,5456.8,5592.2,5696.2,5781.5,6002.5,6156.1,6337.9,6459.5,6591.4,6718.7,6851.2,7011.9,7145,7323.7,7460.6,7557.8,7645.2,7873.2,8025.5,8213.2,8333,8465.3,8591.2,8719.4,8896.3,9046.2,9215.5,9352.1,9448.4,9541.2,9776,9942
