c,c,c,b,b,g,g,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h
1053.3,1211.2,2869.3,3011.4,3213.1,3697.7,3864.9,4363,4528.5,4668.9,4798.5,4943.8,5101.3,5247.7,5421.1,5566.6,5707,5852.6,6004.8,6141.4,6282.8,6430.2,6592.7,6681.4,6785.3,6923.5,7018,7317.9,7469.1,7623,7761.2,7907.8,8057.2,8206.4,8293.9,8395.3,8521.9,8614,8736.8,8865.3,9002.8,9125.8,9191.2,9351.8,9488.1
1080.3,1236.5,2903.9,3066.4,3239.7,3739.4,3901.1,4399.3,4552.4,4717.8,4859.8,5008.8,5163.5,5318.9,5484.4,5628.2,5765.8,5911.4,6065,6203.8,6358.9,6505,6640.5,6743.2,6845.5,6967.1,7051.1,7373,7531.2,7684.9,7841.5,7992.2,8134.7,8268.1,8360.8,8462.1,8573.7,8709.3,8830.4,8922.5,9050.2,9178.9,9254.8,9408.8,9526.4
