g,c,e,e,e,e,e,e,e,e,i,b,b,b,b,e,j,j,i,k,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,i,l,l
3085.2,3274,3430.7,3592.2,3741.2,3893.7,4044.3,4220.9,4369.1,4508.7,4665.6,4820.9,4945.1,5084.9,5222.7,5381.3,5537.4,5680.5,5824.4,5910.6,6010.6,6136.6,6227.7,6351.2,6476.9,6611.3,6730.6,6799.8,6954.5,7088,7240.1,7399.7,7546.6,7633.4,7732.2,7862.5,7952.3,8074.6,8200.8,8328.4,8448.7,8509.7,8672.9,8801.8,8918.2,8992,9155.3,9292.3,9444.3,9596.5,9681.8,9786.7
3130.5,3312.3,3500.3,3652.4,3803.4,3956.4,4108.6,4283.6,4429.9,4572.3,4725.5,4875.5,5014.8,5149,5292.5,5445.2,5613.4,5755.7,5885.6,5978,6078.5,6188.8,6319.8,6443.9,6535.2,6666.1,6780.6,6849.7,7014.8,7170,7319.8,7481,7609.9,7702.4,7804.7,7917.7,8045,8168.2,8265.6,8382.8,8505.6,8580.8,8738.1,8860.7,8975.9,9061.2,9221.5,9374.8,9523.9,9658.3,9751.4,9855.4
