g,c,g,c,c,c,b,b,b,b,b,e,e,e,e,g,b,g,g,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,g,b,e,h,d,k,l,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e
1996.4,2155.8,3033.9,3176.5,3346.4,3511.8,3651.1,3804.8,3962,4133.2,4280.4,4433.8,4599.8,4747.4,4897.2,5060.4,5233.5,5368.7,5512.8,5651.9,5800.6,5942.9,6078.8,6226.2,6370.3,6513.3,6599,6695.9,6823.7,6914.4,7036.4,7162.7,7293,7412.4,7483.7,7687.8,7836.7,7963.9,8088.9,8220.6,8330.3,8443.2,8512.8,8668.2,8816.1,8959.6,9093.8,9234.5,9381.3,9534.1,9616.8,9717.9,9843.2,9933,10061,10188,10321,10440,10511,10673
2025.6,2185.2,3072.7,3218.5,3388,3554.5,3721.6,3871.6,4026.3,4199.5,4354.3,4497.7,4660,4809.8,4965.2,5115.6,5282.4,5400.1,5560.1,5715.8,5861.7,6004,6159.9,6306.5,6451.5,6572.1,6666.6,6769.1,6873.1,7006,7132.5,7223.5,7348.2,7472.6,7552.2,7719.4,7880.6,8011,8147.6,8256.5,8384.6,8503.1,8584.3,8732.4,8876,9027.9,9175.2,9317.9,9461.9,9594.7,9686.8,9787.5,9898.8,10028,10154,10251,10380,10502,10580,10723
