c,c,c,b,c,b,c,c,b,e,g,e,e,g,e,g,e,h,b,b,b,b,b,b,b,b,b,b,b,b,g,h,e,h,g,g,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,g,g,g,g,g,h,h,g,e,j,j,j,j,i,l,l,d,f,f,g,g,g,h
1690.8,1856.2,1991.6,2123.3,2338.6,2484.7,2937,3078.8,3236,3465.3,3631.2,3804.5,3978.6,4159.7,4318,4502.9,4681.5,4860.5,5003.4,5132.7,5271.7,5406.5,5536.6,5692.2,5831.3,5975.8,6110.9,6261.1,6417,6561.1,6715.4,6896.6,7045.9,7182.5,7323.1,7459.9,7600.2,7730.4,7873.4,8028,8112,8215.2,8339.8,8431.7,8560.1,8690.1,8819.2,8932.2,9004.7,9159.8,9300.2,9420.2,9493.6,9650.5,9788.4,9966.7,10122,10317,10468,10619,10942,11102,11255,11391,11521,11662,11813,11962,12116,12200,12300,12427,12519,12643,12848,12991,13140,13304
1716.5,1896.3,2043.6,2180.8,2383.3,2531.8,2967.4,3116.2,3305.1,3522.8,3683.9,3862.9,4036.1,4220.7,4375.2,4550.5,4740.4,4892.5,5053.9,5205.4,5341.4,5476,5604.8,5757,5898.6,6043.8,6184.9,6331.8,6489.6,6630.9,6759.1,6938.1,7106.2,7216.9,7358.4,7520,7664.5,7811.8,7953.4,8085.9,8181.5,8282.3,8395.6,8524.4,8651.1,8750.4,8875,8995.7,9071.3,9221,9356.4,9480.1,9559,9713.8,9825.1,9997.7,10163,10361,10513,10668,10984,11134,11298,11452,11602,11745,11900,12043,12175,12268,12368,12482,12605,12688,12887,13038,13196,13328
