c,c,c,c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,g,b,b,b,b,b,b,e,e,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,b,e,g,h,g,e,h,c,e,j,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e
1978.9,2138.6,2330.1,2464.7,2606,2744.7,2907.5,3074.2,3218.5,3374.8,3526,3693,3877.1,4035.8,4196.3,4339.2,4483.6,4632.2,4764.4,4931.1,5049.2,5197.9,5341.3,5478.9,5616.7,5764.2,5917.2,6051.3,6207.9,6296.1,6395.2,6525.1,6614.6,6737.6,6864.6,6996.1,7115.2,7184.9,7341.9,7466.4,7581.2,7653.9,7833.5,7963.7,8119,8271.3,8404.4,8542.8,8682,8793.7,8936.4,9068.7,9210.7,9354.7,9497.8,9643.2,9793.8,9876.8,9978.4,10105,10196,10323,10450,10581,10702,10772,10962,11080
2013.1,2173.1,2356.6,2506.9,2645.8,2791,2972.1,3144.8,3288.9,3444.5,3596.7,3763,3936.2,4096.2,4253.7,4399.6,4549.1,4702.8,4823.5,4980.2,5119.8,5266.7,5413.4,5548.2,5685.8,5828.5,5983.1,6128.8,6267.2,6362.7,6466,6578.8,6706.8,6830.4,6925.6,7046,7177.7,7256.9,7401.4,7522,7642.7,7724,7880.4,8026.4,8167.3,8301.5,8450.7,8604.8,8719.3,8836.8,9000.9,9145.2,9291.5,9435.1,9576.3,9723.7,9853.4,9946.1,10048,10156,10287,10416,10512,10638,10742,10819,11003,11132
