g,c,c,c,g,c,c,c,c,c,b,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,k,g,b,e,h,b,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,b,b,e,h,g,g,g,g,g,g,h,b,e,e,j,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,g,h,h,g,g,g,g,g,b,e,h,d,k,l,c,e,h,b,e,e,e,i,h,h,g,b,b,b,b,b,b,b,b,b,c,c
1997.8,2156.3,2313.5,2450.2,3167.1,3350.9,3514.3,3666.2,3830.7,3996.7,4153.5,4286,4443.5,4614.2,4754.3,4905.5,5092.2,5258.5,5420.9,5576.9,5764.1,5912.2,6061.9,6214.8,6366.8,6518,6667,6832,6976.5,7129.2,7281,7366.4,7466.6,7594.4,7683.9,7807.1,7934.8,8069.6,8193,8261.8,8414.9,8550,8719.9,8839.8,8973.9,9113.9,9230.1,9359.6,9499.6,9640.3,9787.5,9927.1,10075,10159,10260,10389,10480,10605,10733,10863,10977,11049,11230,11346,11487,11643,11774,11918,12064,12216,12351,12513,12667,12823,12955,13083,13220,13353,13506,13651,13797,13948,14092,14177,14278,14413,14503,14628,14757,14895,15028,15090,15280,15400,15537,15650,15766,15838,15999,16146,16289,16437,16593,16754,16905,17077,17231,17361,17500,17617,17731,17803,18022,18147,18282,18416,18555,18689,18817,18953,19119,19264,19419,19543,19674,19804,19944,20087,20235,20378,20530,20705,20839,21015
2032.8,2192,2351.8,2488.9,3203.6,3375.7,3552.7,3706.1,3872.6,4046,4212.1,4348.9,4509.7,4680.7,4826.8,4976,5156.8,5328.2,5491.4,5642.6,5821.3,5972,6121.3,6275.3,6428.9,6574.8,6730.6,6906.3,7056.6,7208.3,7336.4,7434.4,7535.5,7645.8,7774.2,7902.4,7995.4,8123.2,8231,8313.8,8476.3,8611.2,8751.3,8887.7,9031.8,9151.3,9276.7,9422.7,9564,9719.6,9866.9,10008,10134,10226,10330,10438,10572,10697,10793,10916,11039,11115,11273,11419,11560,11707,11816,11954,12105,12252,12395,12558,12709,12852,12998,13145,13283,13429,13584,13729,13876,14029,14152,14247,14345,14464,14596,14721,14816,14950,15085,15161,15324,15458,15579,15704,15825,15903,16044,16185,16323,16480,16638,16800,16955,17119,17282,17419,17540,17670,17792,17869,18043,18207,18324,18471,18615,18752,18879,19020,19162,19299,19459,19605,19734,19870,20014,20159,20311,20454,20600,20768,20907,21062
