b,b,b,b,b,g,g,e,e,e,e,e,e,e,g,b,b,b,b,b,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,b,b,e,e,e,g,g,c,g,g,h
1057.5,1189.5,1346.9,1509.7,1665.7,1997.8,2164.2,2324.7,2482.5,2628,2780.2,2938.6,3084.5,3244.2,3749.2,3929.5,4071.9,4210.2,4354.9,4497.8,4646.1,4791.7,4937.2,5081.2,5228.5,5376.2,5465.6,5568,5692.4,5781.6,5906.3,6030.8,6167.8,6284.1,6356.6,6515.1,6644.9,6789.9,6931,7083.5,7233.4,7319.1,7422.6,7552.2,7644.8,7769.7,7897.1,8028.6,8153.2,8224.1,8412.5,8524.1,8654.2,8763.7,8882.7,8954.3,9106.3,9302.3,9451.3,9586.2,9734.2,9875.4,10017,10159,10314,10454,10623,10769
1087.4,1219.9,1395.1,1547.8,1700.7,2043.7,2206.8,2382.8,2538,2687.8,2841.1,2998.2,3146.8,3301.2,3787.6,3961.8,4129.9,4275.4,4418.3,4560.2,4709.1,4858.7,5014,5156.7,5303.4,5434.5,5528.8,5635.2,5744,5873.4,5996.5,6094.8,6223.9,6344.3,6422.4,6575.2,6731.2,6869.7,7007.8,7161.3,7293.9,7389.7,7489.7,7605.6,7736.3,7864,7955.4,8082.5,8193.9,8271.5,8441,8586.5,8691.2,8819.2,8939.7,9022.4,9164.5,9348.5,9487.3,9645.6,9797.3,9935.8,10072,10195,10355,10498,10652,10803
