g,c,c,c,c,b,b,b,b,b,b,e,e,e,e,e,e,e,i,b,b,b,b,b,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,c,e,h,b,e,e,e,j,j,j,i,l,l,d,f
1998.4,2164.5,2325.8,2483.2,2625.3,2786.3,2943.7,3097.7,3252.9,3444.3,3623.9,3785.8,3940.1,4089.7,4239.4,4383.8,4531.2,4673.1,4846.8,5029.9,5161.4,5316.1,5455.2,5600.9,5743.4,5894.8,6048.4,6191.8,6336.9,6487.3,6572.8,6679.7,6806,6899.9,7022.9,7148.1,7279.4,7393.6,7466.9,7605.4,7760.3,7908,8052.5,8202.5,8289.3,8394,8519.3,8611.3,8737.3,8868,9005.2,9124.9,9197.2,9384,9505.1,9641.1,9793.7,9914.8,10055,10169,10298,10437,10596,10742,10891,11040,11197,11285,11383,11520,11614
2030.4,2195.4,2362,2526.9,2658.2,2844.4,3003.5,3157.4,3312.8,3506.9,3685.8,3845.2,4004,4150,4301.9,4447.6,4591.5,4731.2,4881.5,5068.9,5230.1,5388.1,5527.4,5671.8,5810.8,5957,6108.9,6267.5,6415.3,6546.1,6644.5,6750.8,6862.8,6990.9,7117.9,7212,7334.4,7458.6,7533.2,7687.6,7838.7,7985.6,8130.5,8263.1,8356.1,8460,8573.2,8707.5,8834.7,8924.3,9060,9187.1,9262.2,9423.8,9568.4,9679.3,9826.6,9977.5,10092,10218,10360,10499,10659,10819,10970,11121,11251,11352,11450,11580,11650
