c,c,c,b,b,b,b,g,g,e,e,e,e,j,j,j,i,l,l,d,f,f,c,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,k,b,e,e,e,j,j,j,i,l,l,d,f,f,g,b,e,h
3180.7,3320.9,3466.6,3626.7,3815.2,4000.2,4187.5,4442.9,4630.8,4826.8,4977.8,5112.6,5295,5450,5585.4,5738.5,5886.9,5972.5,6069.4,6197,6287.7,6412.9,6610.5,6732.9,6886.3,7027.5,7174.4,7319.7,7402,7502.9,7627.8,7717.4,7839.2,7964.8,8096.8,8210.1,8282.7,8433.9,8565.4,8689.2,8813,8955.3,9093,9229.4,9374.9,9513.8,9661.6,9746.1,9845.6,9969.6,10060,10184,10561,10719,10843,10976
3211.1,3360.6,3534.4,3675.4,3873.6,4060.7,4256,4498.5,4687.2,4887.4,5037.9,5193.2,5355.3,5522.1,5664,5818.1,5943.8,6034.2,6136.1,6242,6374.3,6506.6,6653.8,6795,6952.2,7102.6,7252.5,7377.8,7468.9,7572.8,7678,7807.3,7932.1,8023.3,8151.6,8270.7,8347.8,8493.1,8605.4,8735.8,8875,9022.2,9157.5,9306.2,9453.3,9592.7,9722.7,9813,9913.8,10020,10153,10238,10604,10761,10900,11018
