c,c,c,c,c,b,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,g,d,k,l,h,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,b,e,h,g,b,e,e,j,i,l,l,d
2179.8,2332.8,2464.7,2636.8,2767.5,2925.7,3102.8,3259.8,3435.8,3604.8,3738.5,3885.7,4055.7,4226.6,4372.4,4545.9,4700.8,4853.6,4988.6,5125.3,5280.6,5426.3,5580,5712.6,5777.7,5947.2,6086,6226.8,6360.8,6510.4,6661.9,6744.7,6846.8,6977.5,7067.7,7191.4,7319.3,7448.9,7565,7638.1,7798.5,7924.2,8047.4,8118.7,8280.3,8415.2,8523.2,8650.2,8776.3,8926.3,9062.9,9197.4,9342.5,9497.1,9652.9,9738.2,9839.6,9972.9
2224.4,2372.1,2501.8,2681.2,2821.7,3001.2,3174.1,3328.3,3504.6,3664.6,3807.8,3962.5,4123.3,4300.1,4447,4608.4,4764,4914.5,5054.9,5187.3,5342.8,5486.6,5635.4,5762.5,5846.4,5985.4,6138.7,6284.9,6443.7,6591,6720.7,6813.2,6914.4,7028.3,7160.5,7290,7381.9,7507.1,7626.9,7708.8,7863.2,7981.7,8110.1,8184.9,8341.8,8456.8,8571.5,8713.4,8817.5,8964.1,9115.2,9262.5,9412.7,9582.8,9710.7,9806,9913.6,10020
