c,c,c,c,c,b,b,b,c,g,g,g,b,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,k,g,g,b,e,g,c,e,e,e,j,j,j,j,i,l,l,d,f,f,i,g,g,c,e,e,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,k,l,e,j,i,l,l,f
3871.6,4010.7,4152.4,4310.2,4474.9,4617.6,4765.4,4933.8,5086.6,5754.5,5914.8,6086.3,6246.5,6396.8,6540.7,6693.7,6841,6995.7,7146.2,7285.1,7436.6,7586.1,7737.7,7824.9,7926.7,8064,8157.3,8283.2,8415.4,8562.8,8749.4,8931.8,9067.8,9197.5,9351.4,9490.9,9640.7,9793.3,9943.2,10078,10224,10372,10532,10680,10769,10872,11004,11100,11223,11358,11519,11668,11848,11972,12125,12269,12416,12559,12698,12847,12999,13085,13187,13323,13415,13542,13674,13808,13934,14004,14163,14297,14431,14545,14618,14773,14895,15059,15148,15253,15443
3905.3,4059.7,4201,4369.9,4526.9,4688.6,4834,4999.4,5154.8,5795.1,5955.7,6126.7,6288.8,6457,6602.4,6756.2,6904.2,7058.5,7207.3,7366.9,7518.5,7666,7798.6,7892.8,7994.3,8113.6,8250.2,8377.8,8478.9,8618.6,8788.8,8975.5,9118.6,9260.9,9385.4,9551.7,9705.1,9853.5,10012,10159,10305,10451,10615,10742,10837,10942,11058,11190,11317,11414,11562,11712,11873,12034,12180,12334,12475,12623,12778,12931,13061,13153,13259,13377,13503,13639,13731,13864,13978,14049,14223,14339,14471,14603,14687,14835,14978,15121,15216,15320,15477
