c,c,c,c,c,b,b,b,b,g,e,e,e,e,e,g,b,b,b,b,b,b,b,c,g,g,g,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,b,e,e,g,h,h,g,g,e,g,h,b,b,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,c
2329.5,2483.1,2625.9,2754.1,2909.3,3067.9,3247.8,3391.1,3544.3,3758.1,3928.7,4069.9,4225.8,4376.3,4557,4730.5,4873.6,5018.5,5160.8,5311.2,5458.8,5588.8,5729.6,5884.8,6059.4,6230.8,6369.3,6522.9,6659,6803.7,6957.4,7043.8,7142,7269.2,7359.3,7481,7611.3,7745.4,7858,7929.8,8084.3,8227.6,8355.1,8475.7,8612.1,8751,8880.2,9023.4,9167.6,9321.7,9408.7,9508.7,9638.9,9729.4,9855.2,9978.3,10126,10235,10306,10480,10599,10732,10846,10973,11109,11256,11417,11556,11707,12048,12186,12333,12487,12612,12751,12899,13042,13177,13322,13471,13624,13709,13811,13938,14030,14155,14284,14421,14543,14613,14844,14987
2361.9,2511,2667.5,2796.3,2979.3,3140.8,3314.2,3467.4,3616.6,3812.7,3990.5,4138,4285.3,4438,4616.3,4779.8,4930.3,5085,5232.4,5380.3,5526.2,5659.1,5804.9,5953.2,6092.4,6269,6426.1,6586.2,6737.8,6880.3,7016.4,7109,7212,7321.1,7452.9,7579.1,7676,7798.1,7917.9,8001.2,8143.8,8265.5,8401.5,8539.6,8674.7,8815.5,8960,9102.7,9249.1,9383.5,9477.9,9575.6,9687.5,9821.5,9947.8,10045,10179,10296,10373,10525,10662,10771,10893,11036,11173,11300,11440,11585,11759,12091,12242,12391,12529,12663,12818,12962,13107,13258,13404,13552,13684,13780,13882,13991,14126,14252,14343,14472,14601,14679,14877,15023
