g,g,g,c,c,g,g,g,g,b,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,j,i,l,k,d,f,g,g,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,h,c,e,e,e,g,j,j,i,l,l,d,f,f,g,g,b,e,e,j,g,b,b,b,b,b,b,b,b,b,g,g,g,g,g
1996.3,3855.6,4009.3,6616.2,6758,6928.5,7154.1,7308.8,7479.6,7665.9,7808.5,8124.2,8273.5,8413.9,8569.1,8728.2,8890.7,9037.1,9200.1,9356.2,9508.3,9658.3,9800.9,9950.8,10090,10250,10403,10489,10594,10729,10821,11160,11320,11470,11606,11740,11892,12034,12182,12266,12364,12494,12585,12710,12835,12963,13081,13150,13302,13431,13572,13720,13878,13962,14066,14187,14280,14404,14527,14654,14765,14838,15000,15136,15281,15393,15525,15664,15778,15920,16058,16158,16193,16339,16493,16577,16661,16806,16900,17030,17197,17340,17498,17633,17777,17924,18252,18403,18530,18666,18792,18930,19064,19222,19371,19512,19680,19877,20061,20240,20435
2020.7,3892.3,4039.4,6644.8,6779,6966.2,7198.6,7346.5,7526.6,7704.2,7854.5,8168.7,8316.2,8478.8,8634.1,8795.1,8963,9102.6,9259.1,9418.5,9570,9719.6,9864.9,10028,10169,10326,10461,10553,10660,10780,10896,11204,11364,11531,11671,11823,11973,12113,12241,12333,12432,12545,12676,12800,12893,13019,13120,13194,13364,13506,13651,13797,13934,14028,14130,14243,14367,14493,14589,14702,14827,14910,15061,15177,15319,15454,15565,15702,15840,15980,16125,16179,16274,16418,16552,16649,16745,16861,16991,17121,17222,17378,17547,17694,17848,18002,18292,18453,18598,18730,18865,19000,19129,19300,19436,19582,19704,19919,20109,20293,20472
