c,c,c,c,g,c,c,c,c,c,c,c,c,b,b,b,b,b,b,e,e,e,e,e,e,g,b,b,b,b,b,b,e,j,i,l,l,d,f,f,i,d,k,l,g,g,h,g,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,b,e,h,g,g,g,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,c
31.062,216.03,401.25,578,1996.3,2151.7,2293.8,2433.3,2597.6,2739.4,2945.2,3110,3282.4,3433.2,3584.4,3775.5,3937.8,4083.8,4262.1,4424,4579.6,4726.7,4875.6,5020.6,5175.7,5331.9,5480.7,5625.4,5779.9,5943.4,6092.7,6244.4,6409,6564.1,6721.8,6809.7,6914.5,7044.9,7139.2,7266.9,7395.7,7532.8,7649.1,7721.5,7921.1,8060.8,8217.6,8360,8509.5,8645.2,8795.1,8950.6,9099.2,9247.5,9335.2,9436.9,9566,9657.2,9783.8,9913.1,10047,10165,10237,10392,10523,10676,10830,10986,11073,11174,11304,11396,11524,11655,11794,11914,11988,12169,12326,12458,12595,12739,12887,13048,13196,13328,13478,13619,13758,13893,14043,14196,14347,14433,14537,14663,14756,14884,15018,15154,15275,15347,15590,15738
81.562,260.5,450.62,627.59,2028.5,2184.7,2335.7,2477.4,2641.4,2816.4,2999.6,3170.2,3344.2,3508.2,3659.7,3847.2,4004,4159.6,4330.5,4484.8,4639.4,4784.3,4939.2,5082.8,5237.3,5379,5535.2,5695.4,5851.4,6016.1,6165.6,6313.6,6467.9,6641.3,6779.6,6877.6,6984.9,7097.9,7232.7,7359.4,7456.8,7591.2,7709.4,7789.6,7950.5,8115.7,8248.9,8400.8,8576.2,8722.6,8876.1,9027.8,9178.5,9308.5,9403.3,9505,9615.5,9748,9875.5,9975.7,10113,10223,10307,10454,10605,10758,10908,11049,11140,11239,11363,11491,11622,11722,11848,11976,12056,12212,12371,12519,12638,12773,12929,13087,13245,13389,13541,13682,13822,13972,14125,14277,14408,14503,14603,14717,14848,14979,15072,15210,15334,15412,15631,15774
