c,c,c,c,c,c,c,c,c,b,b,b,b,b,c,e,g,g,e,b,b,b,e,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,g,b,e,h,g,e,g,b,e,h,d,k,l,g,g,g,e,e,e,h,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,g,g,h,g,g,h,b,e,h,b,e,e,j,j,j,j,j,i,l,l,d,f,f
1986.8,2146.4,2293.3,2467.8,2620.4,2785.2,2926.9,3095.8,3280.2,3432.1,3580.4,3732.7,3886,4021.7,4198,4365.8,4584.5,4742.3,4907.8,5074.8,5194.2,5338.7,5489.9,5636.8,5774.1,5908.1,6053.3,6191.5,6339.7,6481.7,6625.4,6773.1,6857.9,6956,7084.4,7176.1,7295.9,7421.4,7562.1,7683.1,7754.2,7951.6,8089.5,8217.1,8348.1,8488.8,8637.5,8803.4,8961.4,9091.6,9232.8,9339.2,9457.6,9529.3,9686.2,9984.6,10136,10278,10408,10554,10691,10822,10952,11084,11228,11380,11463,11561,11685,11776,11900,12025,12153,12270,12342,12498,12622,12736,12810,12971,13095,13282,13427,13590,13776,13908,14044,14145,14271,14410,14548,14671,14811,14940,15087,15245,15390,15540,15693,15777,15878,16008,16097,16171
2010.6,2177.6,2324.6,2503.1,2661.6,2827.3,2970.2,3149.6,3336.2,3503.2,3653.1,3803.3,3956.5,4081.3,4255.4,4421.4,4635.5,4790.4,4966.8,5112,5262.8,5415.5,5553.9,5699,5835.2,5970.2,6113,6269.7,6419.1,6557.6,6705.1,6830.3,6927.2,7027.4,7132.8,7268,7388.1,7480.5,7612.6,7742.8,7824.1,7991.1,8135.1,8274.3,8391,8530.1,8696.5,8844.5,9013.1,9151.9,9274.8,9392.7,9516.2,9595.8,9738.1,10021,10173,10343,10473,10616,10732,10875,11014,11161,11306,11439,11530,11636,11738,11869,11991,12086,12207,12329,12408,12558,12675,12797,12877,13032,13138,13323,13476,13620,13816,13956,14069,14190,14332,14454,14593,14734,14875,15018,15167,15321,15468,15619,15753,15845,15946,16059,16146,16193
