g,b,c,c,b,b,c,b,e,g,e,e,e,e,e,j,j,i,l,l,d,f,f,i,g,c,e,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,b,e,e,e,g,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,g,g,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l
3423.5,3590.5,3861.3,4016.1,4170.8,4374.5,4514.2,4551.2,4708.9,4906.1,5110,5277.3,5430.9,5600,5749.9,5888.2,6034.5,6186.9,6275.6,6376.2,6512.8,6603.7,6726.7,6854.3,7023.1,7190.3,7309.3,7451.7,7602.8,7691.2,7785.6,7915.4,8007,8128,8253.8,8389.8,8498.4,8570.8,8722.1,8859.2,8968.8,9080.9,9150.8,9309.7,9439.8,9587.8,9698,9840,9979,10117,10267,10383,10508,10638,10774,10917,11051,11203,11348,11482,11624,11769,11919,12051,12201,12342,12488,12661,12819,12968,13104,13245,13373,13517,13668,13751,13859,13981,14072,14195,14324,14463,14578,14651
3458.7,3611.3,3900.9,4050.2,4238.6,4438.8,4543.3,4580.6,4764.5,4959.9,5168,5333.1,5492.5,5661.8,5822.5,5961.2,6113.3,6241.4,6336.4,6439.6,6563,6690.1,6816.1,6909.6,7061.1,7230.1,7368.8,7527.6,7658.6,7753.3,7853.7,7969.5,8095,8218.1,8314.7,8438.2,8559.2,8633.8,8777.8,8898.8,9027.6,9141.3,9220.1,9372.9,9477.2,9620.6,9758,9900.2,10039,10172,10321,10447,10576,10708,10847,10985,11124,11273,11411,11554,11699,11846,11989,12130,12269,12416,12551,12704,12882,13036,13166,13308,13454,13595,13727,13821,13927,14037,14164,14315,14386,14518,14640,14717
