g,c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,e,j,j,i,b,b,e,g,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,h,g,g,h,d,k,l,e,e,j,j,j,i,l,l,d
3372.4,3519.8,3672.8,3811.8,3965.3,4105.8,4256.4,4435.1,4569.6,4737,4916.4,5065.4,5209.1,5351.5,5500.9,5641.3,5787,5933.6,6076,6233.5,6319.2,6418.4,6544.5,6637.8,6762.3,6890.1,7029.8,7144.9,7219.7,7392.1,7535.9,7650.3,7778.7,7926,8068,8214,8365.4,8500.1,8651.2,8805.5,9010.4,9128.6,9280.6,9419.5,9611.3,9728.8,9866.3,10013,10166,10296,10437,10620,10776,10924,11078,11236,11394,11560,11711,11867,12034,12162,12305,12422,12546,12617,12774,12920,13057,13203,13351,13502,13586,13688,13817
3412.8,3559.5,3710.8,3859.2,4020,4169.2,4320.1,4478.2,4635.2,4808.6,4979.2,5126.2,5269.3,5412.3,5564.1,5704.8,5849.8,6010.4,6157.6,6289.7,6382.8,6484,6601.1,6727.4,6855.6,6945.7,7083.8,7203,7284.9,7451.5,7575,7693.9,7847.1,7987.4,8130.2,8276.2,8429.5,8577.1,8730.6,8866.8,9057.6,9192.9,9343.4,9480,9666.2,9795.6,9936.8,10079,10233,10373,10508,10693,10840,11000,11150,11318,11464,11610,11774,11896,12059,12213,12342,12476,12606,12682,12834,12979,13133,13282,13431,13558,13655,13759,13867
