e,e,e,e,e,g,c,b,b,b,b,b,b,b,b,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,c,e,e,e,e,e,j,i,l,l,d,f,f
49.406,209.91,364.06,517.41,673.84,2111.2,2732.1,2846.3,3006.2,3221.5,3380.8,3534.1,3699.1,3844.2,3984.8,4146.2,4288.4,4419.2,4548.7,4682.4,4833.5,4979.5,5064.7,5167.4,5290,5382,5507.1,5634.3,5773.7,5885.2,5957.3,6114.8,6243.9,6366.5,6437.4,6608,6740.5,6892.9,7039.3,7125.2,7227.5,7355.6,7449.5,7574.2,7702.6,7841.5,7959,8030.3,8219,8340.6,8503.6,8620.1,8752.1,8892.7,9033.4,9169.9,9307.9,9445.6,9594.5,9679.9,9782.1,9910.6,10001,10126
104.97,273.72,426.44,580.88,734.84,2141.6,2769.8,2909.7,3077.7,3284.5,3452,3604.2,3766.7,3912.8,4058.6,4210.7,4354.3,4483.2,4611,4760.4,4911.7,5039.7,5134.6,5236.1,5342.9,5476.1,5599.8,5698.1,5827.6,5946.7,6030.5,6173,6299,6422.8,6506.4,6668.4,6820.8,6972.6,7102.6,7194.7,7298.3,7407.9,7543.4,7670.6,7763.6,7891.2,8018,8098.8,8257.6,8402.6,8542.2,8660.6,8818.4,8954.3,9096.8,9233.4,9372.2,9525,9653.3,9748.4,9853,9963.4,10095,10224
