c,c,c,c,c,c,b,b,b,c,c,c,b,b,b,e,e,e,e,e,e,b,b,b,b,c,b,b,b,b,b,b,b,b,b,c,e,e,h,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,j,j,i,l,l,d,f,f,i,b,e,h,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,g,g,c
1823.7,1975.9,2130.5,2268.8,2409.9,2592.1,2715.2,2869.4,3018,3190.7,3342,3665.8,3707.4,3823.5,4008.8,4183.5,4340.6,4493.1,4647.6,4794.2,4932.3,5084.7,5217.4,5353.2,5499.5,5648.4,5676.1,5804.8,5968.8,6111.8,6249.5,6392.1,6537.1,6687.2,6856.5,6980,7119.2,7263.5,7365.1,7561.9,7711.7,7858,7945.7,8047.6,8174.1,8261.2,8386.9,8513,8648.6,8763.7,8834.2,8989.6,9118.6,9267.1,9419.5,9559.7,9704,9858.2,9942.8,10043,10172,10267,10391,10521,10691,10826,10973,11124,11242,11383,11520,11657,11786,11929,12084,12233,12322,12426,12553,12645,12772,12905,13043,13167,13239,13392,13515,13681,13829,13975,14113
1860.8,2017.2,2183.7,2314.3,2457.2,2636.3,2770.9,2935.6,3083.6,3237.8,3396.1,3702.3,3730,3893,4071.6,4254.6,4402,4558.8,4712.9,4852,4972.8,5118,5275.9,5417,5567.1,5668.8,5713.7,5866.5,6036.5,6175.9,6322.7,6463.8,6613.6,6758.7,6906.2,7006.6,7189.9,7333.8,7477.8,7641.7,7791.3,7917,8015.1,8111.6,8224.5,8350.8,8477.8,8577.9,8705.6,8822.8,8900,9050.8,9195.3,9346.2,9496.5,9635.1,9782.5,9914.9,10013,10112,10229,10359,10484,10564,10735,10891,11009,11163,11309,11448,11585,11719,11863,12011,12166,12296,12391,12491,12605,12731,12862,12964,13100,13225,13300,13449,13553,13723,13876,14014,14134
