g,c,c,c,c,c,c,b,b,b,b,b,e,e,e,e,g,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l
1997.4,2171.8,2331.5,2462.1,2603.1,2761.8,2935.1,3099.5,3227.1,3401.6,3601.8,3733.1,3905.6,4073.5,4228.8,4381,4502,4661.7,4799.6,4936,5099.3,5183.7,5272.9,5415.1,5505.5,5630.2,5754.9,5892.4,6016.8,6084.7,6245,6375.3,6524.6,6676.3,6760.7,6861.1,6987.1,7074.8,7198.6,7324.7,7456.7,7576.1,7649.2
2036.4,2209.7,2378.8,2507.8,2641.2,2804.7,2979.8,3149.5,3295.2,3470.1,3665.4,3804.3,3963.8,4132.8,4290.8,4451.2,4589,4722.8,4874.6,5016.1,5158.6,5249.8,5346.9,5461.4,5594.9,5720,5817.6,5948.7,6055.5,6130.6,6303.8,6459.2,6607,6738,6830.4,6929.4,7036.8,7168.8,7293.2,7389.3,7513.4,7637.4,7739.8
