h,g,c,c,b,b,b,b,b,b,b,b,b,c,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,b,b
854.88,1998,2821.1,2985.1,3304.3,3445.2,3590,3733.3,3922.5,4079.2,4233.4,4428.9,4551.3,4704.5,4888.2,5010.7,5157.5,5312.1,5443.8,5582.7,5724.1,5873.6,6014.9,6154.1,6306.2,6472.8,6563.2,6661.5,6789.3,6882.2,7005.9,7134.6,7272.8,7388.8,7463.1,7923.2,8099.6,8233.9
876.94,2027.2,2843.8,3019.3,3331.7,3492.2,3658.9,3798.2,3983.8,4140.7,4298.5,4458.8,4612.2,4755.6,4921.8,5070,5217.3,5371.9,5505.8,5646.6,5785.4,5940.1,6093.3,6233.7,6386.5,6530.8,6626.2,6730.8,6840.1,6970.8,7096.6,7199.2,7329.5,7448,7525.2,7963.2,8143.2,8300.2
