c,g,c,c,c,b,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,j,b,b,b,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,g,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l
1982.6,2161,2313.5,2443.5,2596.7,2748.5,2922.3,3045.8,3174.5,3337.5,3508.9,3633.4,3801.6,3948.9,4104.1,4237.2,4389.4,4543.7,4685.9,4822.3,4965.5,5104.6,5277.1,5403.6,5536.8,5686.7,5829.4,5973.7,6115.7,6260.5,6347.7,6448.5,6575,6664.6,6789.4,6915.1,7045.2,7157.4,7229.9,7381.4,7505.2,7650,7790.7,7937.2,8021.9,8119.2,8246.4,8337.2,8462.7,8592.2,8726.7,8849.8,8916.6,9064.1,9203,9323,9392.6,9552.3,9681.9,9823.5,9971.5,10095,10230,10376,10516,10644,10773,10920,11071,11220,11304,11407,11535,11627,11754,11882,12022,12140,12214
2021.1,2196.6,2342.7,2483.5,2629,2808.8,2961.9,3110.3,3244.5,3405.3,3551,3701.2,3866.3,4014.6,4160.5,4301.2,4450.7,4603,4748,4882.6,5027.1,5177.6,5322.2,5467.3,5600.9,5748.8,5891.8,6047.6,6193,6318.7,6413.9,6514.6,6630.5,6752.4,6878.5,6974.3,7103.4,7219.7,7296,7443.4,7581.2,7726.1,7866.5,7997.1,8090.1,8187.3,8300.3,8428.7,8560.4,8650.2,8780.4,8899.6,8978.9,9128.5,9263,9377.6,9463.7,9616.5,9722.1,9870.1,10012,10161,10295,10440,10581,10711,10849,10995,11147,11281,11374,11474,11591,11723,11848,11943,12063,12197,12278
