g,c,c,c,c,c,c,c,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,i,l,l,d,f,f,c,e,h,d,k,l,e,d,k,l,e,h,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l
1998.2,2177.5,2342.4,2493.6,2645.4,2815,2959.2,3129.2,3261.3,3400.3,3555.7,3729.6,3889.1,4042.3,4183.6,4335.1,4481.8,4624.8,4771.6,4927.7,5017.1,5113.9,5244.9,5336.7,5464.8,5592.1,5729.3,5851.8,5921,6068.5,6196.6,6349,6435,6537.9,6666,6758.1,6897.5,7073.9,7189.8,7336,7454.6,7577.2,7647.2,7810.1,7937.9,8058,8127.8,8281.2,8404.7,8547.2,8671.8,8811.1,8951.6,9086.3,9231.2,9374.3,9524.5,9609,9713.1,9839.5,9931.8,10058,10186,10325,10435,10508,10681,10809,10957,11097,11237,11392,11538,11686,11776,11879,12010,12107,12232,12359,12497,12620,12691,12846,12965,13089,13162
2033.2,2202.9,2375.2,2531.4,2684.3,2857.4,3003.4,3167.7,3315.7,3469,3624.3,3792.2,3952.8,4102.5,4247.1,4399.9,4543.4,4700.3,4849.1,4984,5079.2,5177.8,5294.1,5425.8,5554.5,5651.3,5783.4,5891.9,5968.2,6129.3,6276.3,6407.4,6502.2,6603.4,6716.5,6846.6,6990.8,7104.5,7254.1,7376.9,7502.9,7627.6,7706.5,7873.8,7996.4,8114.4,8195.8,8328.8,8449,8588.8,8734.7,8872.7,9017.5,9161.6,9311.3,9455.3,9584.9,9678.8,9780.1,9891.3,10026,10152,10248,10377,10495,10577,10727,10870,11020,11164,11313,11470,11617,11747,11839,11943,12064,12199,12326,12417,12553,12675,12758,12911,13020,13147,13225
