e,c,c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,e,d,k,l,e,h,b,e,h,b,e,e,e,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,h,g,g,b,e,h,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l
1995.6,2161.8,2317.2,2588.9,2727.6,2861.3,3021,3174.1,3338.1,3542.6,3699.3,3848.1,4014.2,4181.7,4322.4,4461.6,4605.9,4755.9,4897.4,5051,5190.5,5338.4,5481.7,5630,5716.6,5820.7,5941.7,6033.8,6156.8,6280.4,6413.2,6528.8,6603.5,6754,6888.5,7038.5,7187.9,7272.2,7375.3,7496.8,7589.4,7716.1,7839.8,7971.8,8089.5,8160.8,8315.9,8455.4,8586.7,8717.2,8786.3,8939.7,9077.4,9196.2,9311.3,9447.5,9598.7,9703.6,9844,9977.8,10106,10257,10344,10443,10571,10662,10787,10914,11057,11174,11247,11437,11547,11678,11801,11925,11995,12146,12287,12431,12587,12750,12884,13023,13266,13409,13551,13696,13839,13989,14138,14228,14329,14451,14544,14671,14797,14932,15055,15125
2028.7,2182.3,2344.7,2623.2,2769.9,2917.6,3075.3,3234.6,3389.3,3576.9,3746.2,3910.2,4084.7,4252,4384.3,4524.7,4665.6,4831.8,4962.1,5116.7,5265.3,5418.5,5558.9,5686.6,5781.9,5883.8,5996.7,6123.5,6250,6342.9,6473.5,6591.7,6667.9,6816.9,6963.1,7113.6,7248.9,7339.9,7445.2,7552,7686.1,7812.5,7901.5,8026.5,8144.7,8223.7,8373.6,8519.1,8644.9,8765,8846.2,9002.3,9115.8,9227.3,9376.3,9487.6,9621.7,9764.6,9911.7,10038,10182,10317,10412,10510,10625,10756,10882,10973,11112,11236,11315,11463,11608,11719,11850,11976,12058,12200,12331,12472,12623,12795,12953,13063,13331,13474,13630,13774,13918,14064,14199,14291,14393,14508,14640,14766,14859,14990,15110,15188
