c,c,c,c,b,c,c,b,b,b,b,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,g,b,e,h,b,e,j,j
2726.8,2874.8,3026.9,3162.2,3315.4,3444.8,3590.9,3761.3,3905.6,4055.3,4231.8,4379,4534.1,4676.2,4828.9,4974.9,5114.8,5248.3,5398.8,5541.3,5686.5,5770.9,5871.8,6001.9,6092.6,6216.8,6346.6,6483.8,6599.8,6671.4,6834.9,6967.9,7118.4,7272,7355.3,7458.9,7591.4,7683.3,7807.8,7935.6,8065.5,8188.6,8258.8,8412.1,8545.9,8672.2,8800,8929.8,9048.9,9174.3,9305.7,9448.1
2767.1,2919.8,3072.7,3201.2,3374.7,3492.6,3650.1,3830.5,3974.8,4127.6,4300.1,4440.8,4598.7,4739.2,4893.6,5040.9,5178.7,5326.8,5475.3,5620.4,5747.8,5840.5,5941.2,6059.1,6183,6311.6,6409.3,6538.4,6661.4,6745.7,6897.6,7051.3,7199.8,7333.2,7428.1,7528,7645.3,7777.3,7903.1,7999.7,8121.7,8233.8,8309.3,8473,8582.9,8722.5,8864.5,8969.6,9097.6,9235.9,9386.4,9529
