b,c,g,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,g,b,e,e,j,j,j,i,l,l,d,f,f,g,b,e,e,j,j,i,l,l,d,f,f
2557.1,2707.6,2855.9,3002.2,3149.6,3300.3,3444.7,3596.2,3739.8,3885.7,4040.5,4189.3,4272.3,4369.6,4495,4586.4,4710.8,4838.3,4971.8,5091.5,5161.3,5319.7,5455.9,5606.8,5757.9,5843.2,5942,6070.9,6163.9,6287.8,6413.4,6545.4,6666,6737.2,6887.7,7022.8,7140.2,7209.9,7376.4,7520.1,7709.2,7828.2,7968.5,8096.4,8243.2,8392.8,8539.9,8623,8728.9,8855.4,8947.6,9072.1,9285,9435.4,9566.3,9716.6,9851.1,9998.3,10158,10248,10348,10479,10571,10701
2597.3,2738.5,2904.2,3063.9,3209.5,3361.9,3507.4,3657.7,3817.1,3966.3,4119.8,4248.6,4341.5,4437.2,4552,4680.6,4802.3,4897.3,5027.8,5150.5,5231.7,5378.9,5534.5,5690.1,5817.1,5913.3,6012.1,6129.9,6257.6,6382.4,6476.8,6598.6,6709.3,6786.4,6947.8,7075,7199.3,7277.7,7437.7,7567.4,7751.5,7891.8,8034.9,8174.7,8325.7,8468.3,8600.5,8691.2,8797.1,8911.5,9041.7,9112.8,9327.6,9486.2,9628.7,9779.8,9928.8,10078,10219,10313,10415,10529,10665,10743
