c,c,c,g,c,c,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,h,g,g,g,e,b,b,b,b,b,b,b,b,b,b,c,e,e,e,e,j,i,l,l,d,f,f,i,d,k,l
2137.3,2288.9,2511.3,2705.2,2827.6,2986.3,3121.9,3253.2,3382.1,3528.4,3688.2,3836.3,3999.2,4148,4280,4418.9,4594.1,4745.9,4884.5,5017.2,5153.2,5299.6,5443.8,5581.9,5733.3,5878.9,6018.9,6103.1,6194.6,6329.8,6422,6552.6,6679.1,6812.4,6928.8,7001.2,7167.2,7303,7448.2,7589.2,7730.9,7883.1,8055.7,8197.8,8304.3,8432.8,8581.7,8720.8,8870.7,9008,9144.4,9290.1,9442.2,9593.5,9746.2,9894.4,10040,10177,10318,10465,10553,10656,10781,10873,11000,11129,11262,11380,11453
2175.8,2337.6,2555.5,2740.8,2880.8,3033.7,3169.7,3301.1,3450.2,3600.9,3758.8,3905.9,4069.9,4216,4353.8,4492.5,4656.1,4822,4947,5079.6,5220.6,5362.5,5508.5,5663.2,5817.7,5957.9,6076.7,6171.3,6272.8,6382.4,6513.8,6646.4,6742.1,6867.6,6989.8,7068.5,7227.5,7338.3,7478.2,7629.5,7779,7934.4,8084.7,8244.9,8367.3,8501.3,8653.4,8791.5,8939.7,9079.9,9215.5,9368.2,9516.4,9624.9,9805.4,9960.8,10104,10238,10396,10527,10620,10726,10833,10966,11093,11190,11309,11441,11517
