g,c,c,c,c,c,g,g,g,e,e,e,e,e,e,e,g,b,b,b,b,b,b,b,b,b,b,c,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,g,g,e,h,g,g,e,g,d,k,l,e,j,j,j,j,j,i,l,l,d,f,f,i,d,k,l
1997.2,2165.5,2307.7,2450.6,2600.6,2754.6,3199.2,3348,3536,3729.4,3873.3,4024.6,4174.9,4319.9,4463.8,4607.4,4740.8,4888,5018.5,5152,5284,5429.7,5576.9,5704,5846.6,5989,6137.4,6296.1,6441.3,6586.6,6732.8,6885.8,6970.2,7069.5,7196.9,7287.6,7413.1,7538.7,7674.6,7789.2,7861.6,8042.4,8168.9,8308.7,8460.4,8611.2,8762.5,8900,9037.2,9177.8,9344,9500.3,9614.5,9726.7,9793.8,9954,10087,10226,10372,10518,10664,10806,10890,10992,11120,11210,11335,11464,11598,11714,11787
2024.8,2197.4,2336.8,2492.8,2641.7,2812.2,3240.7,3389.3,3581.1,3783.7,3930.8,4085.3,4235.9,4383.1,4523.7,4670.4,4794.2,4940.9,5077.2,5219.1,5347.2,5493.9,5641.8,5778.3,5917.5,6065.1,6209.1,6358.5,6504.7,6662.3,6814.6,6943.3,7039,7138.6,7248.2,7379.9,7503.7,7601.9,7729.8,7849.2,7930.9,8084.9,8230.8,8350,8494.2,8652.1,8824.6,8939.5,9071.9,9223.1,9401.1,9532.1,9668.7,9787.4,9865,10017,10165,10307,10452,10597,10740,10867,10961,11063,11170,11302,11428,11526,11649,11773,11854
